,geometry,yield,CRS
132,POINT (-114.26117909999999 51.884713399999995),46.2578,EPSG:4326
133,POINT (-114.26117909999999 51.884726099999995),46.5104,EPSG:4326
134,POINT (-114.2611792 51.8847366),47.0008,EPSG:4326
135,POINT (-114.2611792 51.8847483),47.6588,EPSG:4326
136,POINT (-114.261179 51.8847588),46.6013,EPSG:4326
137,POINT (-114.26117889999999 51.8847704),44.4433,EPSG:4326
138,POINT (-114.2611786 51.8847832),46.4359,EPSG:4326
139,POINT (-114.26117839999999 51.884792499999996),49.8408,EPSG:4326
141,POINT (-114.26117819999999 51.884806499999996),55.6294,EPSG:4326
142,POINT (-114.26117819999999 51.8848182),56.3867,EPSG:4326
143,POINT (-114.2611783 51.8848275),55.1492,EPSG:4326
144,POINT (-114.2611785 51.8848427),53.975,EPSG:4326
145,POINT (-114.2611788 51.8848531),51.7773,EPSG:4326
146,POINT (-114.26117909999999 51.884865999999995),49.0369,EPSG:4326
147,POINT (-114.261179 51.884876399999996),48.9852,EPSG:4326
148,POINT (-114.261179 51.884887),48.9221,EPSG:4326
149,POINT (-114.2611788 51.8848962),48.8098,EPSG:4326
150,POINT (-114.2611786 51.884909),48.6924,EPSG:4326
151,POINT (-114.26117819999999 51.884918199999994),48.3892,EPSG:4326
152,POINT (-114.26117769999999 51.884932199999994),46.1659,EPSG:4326
153,POINT (-114.2611774 51.884942599999995),48.6832,EPSG:4326
154,POINT (-114.26117699999999 51.884955399999996),53.0563,EPSG:4326
155,POINT (-114.2611767 51.884969299999995),52.4692,EPSG:4326
156,POINT (-114.2611764 51.884982099999995),50.8743,EPSG:4326
157,POINT (-114.2611761 51.884994899999995),49.5986,EPSG:4326
158,POINT (-114.2611761 51.8850054),48.0033,EPSG:4326
159,POINT (-114.2611762 51.8850182),50.7503,EPSG:4326
160,POINT (-114.2611762 51.8850297),53.975,EPSG:4326
161,POINT (-114.2611762 51.8850437),55.0839,EPSG:4326
162,POINT (-114.2611761 51.8850552),55.6976,EPSG:4326
163,POINT (-114.26117599999999 51.885065499999996),55.4659,EPSG:4326
164,POINT (-114.26117599999999 51.8850793),55.3531,EPSG:4326
165,POINT (-114.26117599999999 51.8850899),56.9806,EPSG:4326
166,POINT (-114.26117579999999 51.8851015),57.7648,EPSG:4326
167,POINT (-114.26117579999999 51.885114099999996),56.1692,EPSG:4326
168,POINT (-114.26117579999999 51.8851247),55.5828,EPSG:4326
169,POINT (-114.26117599999999 51.885137199999996),56.4286,EPSG:4326
170,POINT (-114.2611761 51.8851489),56.7312,EPSG:4326
173,POINT (-114.26117649999999 51.8851802),53.5537,EPSG:4326
174,POINT (-114.26117649999999 51.8851872),54.5492,EPSG:4326
175,POINT (-114.2611764 51.885201099999996),53.6976,EPSG:4326
176,POINT (-114.26117629999999 51.8852092),52.1376,EPSG:4326
177,POINT (-114.2611761 51.885224199999996),51.4684,EPSG:4326
178,POINT (-114.26117599999999 51.8852347),50.415,EPSG:4326
179,POINT (-114.2611759 51.8852474),50.174,EPSG:4326
180,POINT (-114.2611754 51.8852626),49.4963,EPSG:4326
181,POINT (-114.2611752 51.8852742),48.6149,EPSG:4326
182,POINT (-114.2611749 51.885287),47.3143,EPSG:4326
183,POINT (-114.26117479999999 51.8852962),46.8434,EPSG:4326
184,POINT (-114.26117459999999 51.8853089),46.3956,EPSG:4326
185,POINT (-114.2611745 51.8853193),50.3713,EPSG:4326
186,POINT (-114.2611745 51.8853298),53.7454,EPSG:4326
187,POINT (-114.2611745 51.885341399999994),52.9099,EPSG:4326
188,POINT (-114.2611747 51.885354199999995),51.6782,EPSG:4326
189,POINT (-114.261175 51.885366999999995),52.9358,EPSG:4326
190,POINT (-114.2611752 51.8853787),53.7454,EPSG:4326
191,POINT (-114.26117529999999 51.8853904),53.5365,EPSG:4326
192,POINT (-114.2611754 51.885402),53.4008,EPSG:4326
193,POINT (-114.2611756 51.8854149),53.0886,EPSG:4326
194,POINT (-114.2611757 51.8854289),52.8266,EPSG:4326
195,POINT (-114.2611756 51.8854395),53.4256,EPSG:4326
196,POINT (-114.2611755 51.88545),53.6305,EPSG:4326
197,POINT (-114.2611752 51.885464),48.6182,EPSG:4326
198,POINT (-114.261175 51.885473399999995),46.9698,EPSG:4326
199,POINT (-114.26117479999999 51.8854873),43.7542,EPSG:4326
202,POINT (-114.26117459999999 51.8855189),46.9698,EPSG:4326
203,POINT (-114.26117479999999 51.885530599999996),48.1103,EPSG:4326
204,POINT (-114.26117509999999 51.8855435),49.2666,EPSG:4326
205,POINT (-114.2611754 51.8855552),47.9818,EPSG:4326
206,POINT (-114.2611757 51.8855691),46.7401,EPSG:4326
207,POINT (-114.26117579999999 51.8855818),50.9892,EPSG:4326
208,POINT (-114.26117579999999 51.8855923),50.9892,EPSG:4326
209,POINT (-114.26117579999999 51.8856051),43.2949,EPSG:4326
210,POINT (-114.2611755 51.8856167),43.2949,EPSG:4326
211,POINT (-114.261175 51.8856283),41.426,EPSG:4326
212,POINT (-114.2611744 51.8856398),40.6535,EPSG:4326
213,POINT (-114.26117359999999 51.8856525),38.4716,EPSG:4326
214,POINT (-114.2611728 51.8856654),38.4716,EPSG:4326
215,POINT (-114.2611721 51.8856745),48.3479,EPSG:4326
216,POINT (-114.2611711 51.885687399999995),48.3479,EPSG:4326
217,POINT (-114.26116999999999 51.885698899999994),44.5581,EPSG:4326
218,POINT (-114.2611689 51.885710499999995),45.1404,EPSG:4326
219,POINT (-114.26116719999999 51.885725199999996),49.0369,EPSG:4326
220,POINT (-114.2611656 51.8857382),49.1668,EPSG:4326
221,POINT (-114.26116379999999 51.885751199999994),50.1853,EPSG:4326
222,POINT (-114.26116209999999 51.885762899999996),50.1853,EPSG:4326
223,POINT (-114.26116019999999 51.8857761),49.9556,EPSG:4326
224,POINT (-114.2611585 51.8857874),49.9556,EPSG:4326
225,POINT (-114.26115709999999 51.8857978),51.3337,EPSG:4326
226,POINT (-114.26115519999999 51.885813399999996),51.3337,EPSG:4326
227,POINT (-114.2611543 51.8858264),48.5775,EPSG:4326
228,POINT (-114.2611536 51.8858393),48.5775,EPSG:4326
229,POINT (-114.261153 51.885852199999995),32.9592,EPSG:4326
230,POINT (-114.2611519 51.8858639),32.9592,EPSG:4326
231,POINT (-114.2611491 51.8858831),37.6677,EPSG:4326
232,POINT (-114.2611465 51.885892),38.0402,EPSG:4326
233,POINT (-114.2611414 51.8859056),40.309,EPSG:4326
234,POINT (-114.26113409999999 51.885920399999996),40.8534,EPSG:4326
235,POINT (-114.26112839999999 51.885930099999996),41.9168,EPSG:4326
236,POINT (-114.2611187 51.8859444),40.1355,EPSG:4326
237,POINT (-114.26111039999999 51.8859548),36.8638,EPSG:4326
238,POINT (-114.2611002 51.8859661),35.8595,EPSG:4326
239,POINT (-114.2610904 51.885976),32.1553,EPSG:4326
240,POINT (-114.2610787 51.8859862),38.3947,EPSG:4326
241,POINT (-114.26106589999999 51.885995099999995),42.6058,EPSG:4326
242,POINT (-114.26105009999999 51.8860052),42.763,EPSG:4326
243,POINT (-114.26103379999999 51.8860148),42.9503,EPSG:4326
244,POINT (-114.2610187 51.8860222),43.9207,EPSG:4326
245,POINT (-114.2609999 51.886030299999994),47.0846,EPSG:4326
246,POINT (-114.26097689999999 51.886039499999995),47.3557,EPSG:4326
268,POINT (-114.26065949999999 51.885998799999996),44.456,EPSG:4326
269,POINT (-114.2606534 51.885991399999995),45.2472,EPSG:4326
270,POINT (-114.2606486 51.885984699999995),52.42,EPSG:4326
271,POINT (-114.2606454 51.8859791),53.286,EPSG:4326
272,POINT (-114.2606404 51.8859681),53.1005,EPSG:4326
273,POINT (-114.26063719999999 51.885956799999995),52.9415,EPSG:4326
274,POINT (-114.2606359 51.8859472),49.2954,EPSG:4326
275,POINT (-114.2606359 51.8859375),47.6588,EPSG:4326
276,POINT (-114.2606366 51.8859316),61.8689,EPSG:4326
283,POINT (-114.26068939999999 51.8858604),61.4397,EPSG:4326
284,POINT (-114.26069969999999 51.885854099999996),46.8834,EPSG:4326
285,POINT (-114.2607151 51.885846199999996),41.5723,EPSG:4326
291,POINT (-114.2607781 51.8858228),59.3725,EPSG:4326
292,POINT (-114.26079539999999 51.8858171),51.6782,EPSG:4326
305,POINT (-114.2609708 51.8857619),62.0859,EPSG:4326
306,POINT (-114.2609834 51.8857582),62.5881,EPSG:4326
444,POINT (-114.2610014 51.8848239),48.9481,EPSG:4326
445,POINT (-114.26100149999999 51.8848322),43.9839,EPSG:4326
448,POINT (-114.26100179999999 51.884848899999994),50.9892,EPSG:4326
451,POINT (-114.2610019 51.8848699),50.415,EPSG:4326
452,POINT (-114.2610019 51.8848792),48.2587,EPSG:4326
453,POINT (-114.2610019 51.884889199999996),47.544,EPSG:4326
454,POINT (-114.26100179999999 51.8848959),43.636,EPSG:4326
455,POINT (-114.26100179999999 51.8849053),42.3761,EPSG:4326
456,POINT (-114.26100179999999 51.8849144),45.7624,EPSG:4326
457,POINT (-114.2610017 51.8849229),46.9698,EPSG:4326
458,POINT (-114.2610017 51.8849306),54.451,EPSG:4326
459,POINT (-114.2610017 51.8849381),55.3531,EPSG:4326
460,POINT (-114.2610017 51.8849482),49.8413,EPSG:4326
461,POINT (-114.2610017 51.884954099999995),47.1994,EPSG:4326
462,POINT (-114.2610017 51.8849643),47.1994,EPSG:4326
463,POINT (-114.2610016 51.8849701),47.1994,EPSG:4326
464,POINT (-114.26100149999999 51.884980899999995),47.5719,EPSG:4326
465,POINT (-114.2610014 51.884990099999996),47.8885,EPSG:4326
466,POINT (-114.26100129999999 51.8850001),50.1853,EPSG:4326
467,POINT (-114.2610012 51.885008299999996),49.2654,EPSG:4326
468,POINT (-114.2610011 51.8850184),47.1994,EPSG:4326
469,POINT (-114.2610011 51.8850268),48.5151,EPSG:4326
470,POINT (-114.2610011 51.8850342),51.6782,EPSG:4326
471,POINT (-114.26100129999999 51.885043499999995),51.7002,EPSG:4326
472,POINT (-114.26100149999999 51.885052599999995),51.7931,EPSG:4326
473,POINT (-114.26100149999999 51.8850601),52.2977,EPSG:4326
474,POINT (-114.2610016 51.885068399999994),53.286,EPSG:4326
475,POINT (-114.2610017 51.885073299999995),52.2612,EPSG:4326
476,POINT (-114.2610017 51.8850833),46.9698,EPSG:4326
477,POINT (-114.2610017 51.8850858),46.9698,EPSG:4326
479,POINT (-114.2610017 51.8851016),49.6111,EPSG:4326
480,POINT (-114.2610016 51.8851125),49.0769,EPSG:4326
481,POINT (-114.2610016 51.885120799999996),48.233,EPSG:4326
482,POINT (-114.2610016 51.885129199999994),47.5433,EPSG:4326
483,POINT (-114.2610016 51.8851367),46.8549,EPSG:4326
484,POINT (-114.2610016 51.8851458),47.0159,EPSG:4326
485,POINT (-114.2610016 51.8851525),47.3143,EPSG:4326
486,POINT (-114.2610017 51.885160799999994),46.4637,EPSG:4326
487,POINT (-114.2610017 51.8851708),43.2949,EPSG:4326
488,POINT (-114.2610017 51.8851784),43.4941,EPSG:4326
489,POINT (-114.2610017 51.8851868),44.2136,EPSG:4326
490,POINT (-114.2610017 51.885196),43.8292,EPSG:4326
491,POINT (-114.2610017 51.8852044),42.8355,EPSG:4326
492,POINT (-114.2610017 51.885211899999995),43.2404,EPSG:4326
493,POINT (-114.2610017 51.885221099999995),44.5581,EPSG:4326
494,POINT (-114.2610016 51.8852285),45.284,EPSG:4326
495,POINT (-114.26100149999999 51.8852385),48.0033,EPSG:4326
496,POINT (-114.26100149999999 51.8852469),45.9148,EPSG:4326
497,POINT (-114.2610014 51.8852544),43.18,EPSG:4326
498,POINT (-114.2610014 51.885263599999995),42.3883,EPSG:4326
499,POINT (-114.2610014 51.8852729),40.7684,EPSG:4326
500,POINT (-114.2610014 51.8852796),42.133,EPSG:4326
501,POINT (-114.2610014 51.885289699999994),52.0227,EPSG:4326
502,POINT (-114.2610014 51.885296999999994),49.6941,EPSG:4326
503,POINT (-114.26100149999999 51.8853054),48.5775,EPSG:4326
504,POINT (-114.2610014 51.8853137),48.3694,EPSG:4326
505,POINT (-114.26100149999999 51.885324499999996),48.233,EPSG:4326
506,POINT (-114.26100149999999 51.8853303),48.233,EPSG:4326
507,POINT (-114.2610016 51.8853411),48.233,EPSG:4326
508,POINT (-114.2610017 51.8853504),44.9672,EPSG:4326
509,POINT (-114.2610017 51.8853545),43.0652,EPSG:4326
511,POINT (-114.26100179999999 51.8853629),42.6694,EPSG:4326
512,POINT (-114.26100179999999 51.885371199999994),41.5723,EPSG:4326
513,POINT (-114.2610019 51.8853796),42.6348,EPSG:4326
514,POINT (-114.26100179999999 51.885388899999995),52.4821,EPSG:4326
515,POINT (-114.26100179999999 51.8853972),52.9236,EPSG:4326
516,POINT (-114.26100179999999 51.8854056),53.975,EPSG:4326
517,POINT (-114.26100179999999 51.885414),51.506,EPSG:4326
518,POINT (-114.26100179999999 51.885424699999994),49.0369,EPSG:4326
519,POINT (-114.2610019 51.885433899999995),49.3814,EPSG:4326
520,POINT (-114.2610019 51.885443099999996),49.3814,EPSG:4326
521,POINT (-114.2610019 51.885447299999996),50.3069,EPSG:4326
522,POINT (-114.2610019 51.885459),50.9892,EPSG:4326
523,POINT (-114.2610017 51.8854707),50.3001,EPSG:4326
524,POINT (-114.2610016 51.885480699999995),50.2335,EPSG:4326
525,POINT (-114.2610014 51.8854915),50.1853,EPSG:4326
526,POINT (-114.26100129999999 51.8854975),50.2042,EPSG:4326
527,POINT (-114.2610012 51.885507499999996),50.3001,EPSG:4326
528,POINT (-114.2610011 51.885514099999995),50.6926,EPSG:4326
529,POINT (-114.2610011 51.885520799999995),51.9079,EPSG:4326
530,POINT (-114.2610011 51.8855308),50.1053,EPSG:4326
531,POINT (-114.2610012 51.8855407),47.4291,EPSG:4326
532,POINT (-114.26100129999999 51.8855491),48.6604,EPSG:4326
533,POINT (-114.2610014 51.8855607),49.4963,EPSG:4326
534,POINT (-114.2610016 51.8855698),52.0469,EPSG:4326
535,POINT (-114.2610017 51.885579799999995),53.0563,EPSG:4326
536,POINT (-114.26100179999999 51.8855881),56.846,EPSG:4326
321,POINT (-114.2608272 51.8837573),16.7667,EPSG:4326
322,POINT (-114.2608473 51.8837568),18.8409,EPSG:4326
323,POINT (-114.2608671 51.8837561),19.408,EPSG:4326
324,POINT (-114.260891 51.8837553),19.7519,EPSG:4326
325,POINT (-114.260911 51.883754599999996),20.5565,EPSG:4326
326,POINT (-114.260933 51.8837538),23.3693,EPSG:4326
327,POINT (-114.26095099999999 51.8837532),29.8585,EPSG:4326
551,POINT (-114.2608322 51.8839282),16.2561,EPSG:4326
553,POINT (-114.2608314 51.8839447),17.6854,EPSG:4326
554,POINT (-114.2608315 51.883953899999995),17.9845,EPSG:4326
555,POINT (-114.2608317 51.883960599999995),18.6042,EPSG:4326
556,POINT (-114.260832 51.8839695),18.6042,EPSG:4326
557,POINT (-114.2608322 51.8839766),32.9592,EPSG:4326
558,POINT (-114.2608324 51.883983799999996),32.9592,EPSG:4326
559,POINT (-114.26083249999999 51.883989799999995),25.2649,EPSG:4326
560,POINT (-114.2608327 51.883999599999996),24.0017,EPSG:4326
561,POINT (-114.2608327 51.8840005),24.0017,EPSG:4326
562,POINT (-114.2608326 51.8840071),31.4663,EPSG:4326
563,POINT (-114.26083229999999 51.884015399999996),31.4663,EPSG:4326
564,POINT (-114.260832 51.8840237),26.5257,EPSG:4326
565,POINT (-114.2608319 51.8840338),23.823,EPSG:4326
566,POINT (-114.2608319 51.884042099999995),21.8197,EPSG:4326
567,POINT (-114.2608321 51.884053599999994),22.0526,EPSG:4326
568,POINT (-114.2608321 51.884063399999995),24.9204,EPSG:4326
569,POINT (-114.26083229999999 51.884073099999995),27.4237,EPSG:4326
570,POINT (-114.2608324 51.8840819),30.4327,EPSG:4326
571,POINT (-114.26083249999999 51.8840882),29.2067,EPSG:4326
572,POINT (-114.2608326 51.8840971),26.2985,EPSG:4326
573,POINT (-114.2608327 51.8841086),24.8065,EPSG:4326
574,POINT (-114.2608327 51.884117499999995),22.7384,EPSG:4326
575,POINT (-114.2608327 51.8841264),24.8386,EPSG:4326
576,POINT (-114.2608327 51.8841344),26.8727,EPSG:4326
577,POINT (-114.2608327 51.884146099999995),26.4543,EPSG:4326
578,POINT (-114.2608327 51.8841557),26.1836,EPSG:4326
579,POINT (-114.2608327 51.8841639),27.889,EPSG:4326
580,POINT (-114.2608326 51.8841719),28.1359,EPSG:4326
581,POINT (-114.2608326 51.8841799),27.6275,EPSG:4326
582,POINT (-114.2608326 51.8841897),27.2172,EPSG:4326
583,POINT (-114.2608326 51.884197799999995),28.392,EPSG:4326
584,POINT (-114.26083249999999 51.884207499999995),30.6624,EPSG:4326
585,POINT (-114.26083249999999 51.8842165),28.7768,EPSG:4326
586,POINT (-114.26083249999999 51.8842272),27.6766,EPSG:4326
587,POINT (-114.26083249999999 51.884237),27.5098,EPSG:4326
588,POINT (-114.2608326 51.8842468),27.4469,EPSG:4326
589,POINT (-114.2608326 51.8842576),25.6094,EPSG:4326
590,POINT (-114.2608326 51.884264599999995),25.6094,EPSG:4326
593,POINT (-114.2608327 51.8842833),28.2508,EPSG:4326
594,POINT (-114.2608327 51.884292099999996),25.7243,EPSG:4326
595,POINT (-114.2608327 51.8843001),25.7243,EPSG:4326
596,POINT (-114.2608327 51.8843089),25.6339,EPSG:4326
597,POINT (-114.2608327 51.884315099999995),25.6094,EPSG:4326
598,POINT (-114.2608327 51.8843257),31.7217,EPSG:4326
599,POINT (-114.2608327 51.8843336),36.4044,EPSG:4326
600,POINT (-114.2608327 51.884342399999994),33.3483,EPSG:4326
601,POINT (-114.2608327 51.8843539),31.3515,EPSG:4326
602,POINT (-114.2608327 51.884361899999995),32.0352,EPSG:4326
603,POINT (-114.2608327 51.884371599999994),32.385,EPSG:4326
604,POINT (-114.2608327 51.8843797),33.1451,EPSG:4326
605,POINT (-114.2608327 51.8843885),33.7631,EPSG:4326
606,POINT (-114.2608327 51.8843983),32.6347,EPSG:4326
607,POINT (-114.2608327 51.8844072),31.696,EPSG:4326
608,POINT (-114.2608327 51.884415999999995),29.3629,EPSG:4326
609,POINT (-114.2608327 51.8844241),29.0546,EPSG:4326
610,POINT (-114.2608327 51.8844329),24.9486,EPSG:4326
611,POINT (-114.2608327 51.8844399),24.461,EPSG:4326
612,POINT (-114.2608327 51.884448899999995),24.7853,EPSG:4326
613,POINT (-114.2608326 51.884456799999995),25.2649,EPSG:4326
614,POINT (-114.2608326 51.8844656),27.2637,EPSG:4326
615,POINT (-114.2608326 51.8844754),32.0405,EPSG:4326
616,POINT (-114.2608326 51.884484199999996),30.8761,EPSG:4326
617,POINT (-114.26083249999999 51.8844924),29.7437,EPSG:4326
618,POINT (-114.26083249999999 51.8845013),30.6016,EPSG:4326
619,POINT (-114.26083249999999 51.8845093),31.4663,EPSG:4326
620,POINT (-114.26083249999999 51.884518199999995),31.6553,EPSG:4326
621,POINT (-114.26083249999999 51.884527),33.4186,EPSG:4326
622,POINT (-114.2608326 51.8845387),33.3437,EPSG:4326
623,POINT (-114.2608326 51.8845466),33.1889,EPSG:4326
624,POINT (-114.2608326 51.8845556),33.8648,EPSG:4326
625,POINT (-114.2608326 51.8845637),36.6341,EPSG:4326
626,POINT (-114.26083249999999 51.8845733),36.8954,EPSG:4326
627,POINT (-114.26083249999999 51.8845813),37.2083,EPSG:4326
630,POINT (-114.26083249999999 51.8847427),18.6964,EPSG:4326
631,POINT (-114.26083249999999 51.884744399999995),28.9398,EPSG:4326
632,POINT (-114.26083249999999 51.8847513),28.9398,EPSG:4326
633,POINT (-114.26083249999999 51.8847617),39.3903,EPSG:4326
634,POINT (-114.26083249999999 51.884771),39.3903,EPSG:4326
635,POINT (-114.26083249999999 51.884779099999996),39.2633,EPSG:4326
636,POINT (-114.26083249999999 51.8847909),39.1606,EPSG:4326
637,POINT (-114.2608326 51.884802699999995),38.2419,EPSG:4326
638,POINT (-114.2608326 51.884811799999994),38.2419,EPSG:4326
639,POINT (-114.2608326 51.8848199),39.3903,EPSG:4326
640,POINT (-114.2608327 51.884828999999996),38.4531,EPSG:4326
641,POINT (-114.2608327 51.8848408),37.5528,EPSG:4326
642,POINT (-114.2608327 51.884848899999994),36.8753,EPSG:4326
643,POINT (-114.2608327 51.884857999999994),34.3373,EPSG:4326
644,POINT (-114.2608326 51.884866099999996),34.3373,EPSG:4326
645,POINT (-114.2608327 51.8848753),34.6818,EPSG:4326
646,POINT (-114.2608327 51.8848839),34.6818,EPSG:4326
647,POINT (-114.2608327 51.8848944),40.9193,EPSG:4326
648,POINT (-114.2608327 51.8849029),42.2613,EPSG:4326
649,POINT (-114.2608327 51.8849125),35.8302,EPSG:4326
650,POINT (-114.2608326 51.884921899999995),35.8302,EPSG:4326
651,POINT (-114.26083249999999 51.884927499999996),34.0432,EPSG:4326
654,POINT (-114.26083249999999 51.8849485),32.2795,EPSG:4326
655,POINT (-114.2608326 51.884958),32.1553,EPSG:4326
656,POINT (-114.2608326 51.8849655),33.7748,EPSG:4326
657,POINT (-114.2608326 51.884974899999996),35.3709,EPSG:4326
658,POINT (-114.2608326 51.8849843),36.9832,EPSG:4326
659,POINT (-114.2608327 51.884992),38.4716,EPSG:4326
660,POINT (-114.2608326 51.8850023),37.9222,EPSG:4326
661,POINT (-114.2608326 51.8850061),36.9786,EPSG:4326
662,POINT (-114.2608326 51.885015499999994),36.9786,EPSG:4326
663,POINT (-114.2608327 51.885025),41.5723,EPSG:4326
664,POINT (-114.2608327 51.885034399999995),41.5723,EPSG:4326
665,POINT (-114.2608326 51.8850428),40.309,EPSG:4326
666,POINT (-114.2608327 51.885053199999994),40.309,EPSG:4326
667,POINT (-114.2608327 51.885065499999996),45.2472,EPSG:4326
668,POINT (-114.2608326 51.885073),45.2472,EPSG:4326
669,POINT (-114.2608326 51.8850823),48.9464,EPSG:4326
670,POINT (-114.2608326 51.88509),49.8408,EPSG:4326
671,POINT (-114.2608326 51.8850984),47.8391,EPSG:4326
672,POINT (-114.2608326 51.8851097),46.9698,EPSG:4326
673,POINT (-114.2608326 51.8851192),46.0784,EPSG:4326
674,POINT (-114.2608326 51.8851277),45.4768,EPSG:4326
675,POINT (-114.2608326 51.885137199999996),39.1308,EPSG:4326
676,POINT (-114.2608326 51.8851448),37.438,EPSG:4326
677,POINT (-114.2608326 51.8851551),37.438,EPSG:4326
678,POINT (-114.2608326 51.8851637),37.438,EPSG:4326
679,POINT (-114.2608326 51.8851741),40.4282,EPSG:4326
680,POINT (-114.26083249999999 51.885184599999995),45.5917,EPSG:4326
681,POINT (-114.26083249999999 51.885193199999996),47.6758,EPSG:4326
682,POINT (-114.26083249999999 51.8852037),49.2666,EPSG:4326
683,POINT (-114.26083249999999 51.8852122),50.4741,EPSG:4326
685,POINT (-114.26083249999999 51.8852227),51.9079,EPSG:4326
686,POINT (-114.2608326 51.885233199999995),46.6422,EPSG:4326
687,POINT (-114.2608327 51.8852426),42.2613,EPSG:4326
688,POINT (-114.2608327 51.8852513),41.5868,EPSG:4326
689,POINT (-114.26083279999999 51.8852608),41.2277,EPSG:4326
690,POINT (-114.26083279999999 51.8852732),41.5818,EPSG:4326
691,POINT (-114.26083279999999 51.8852836),41.8019,EPSG:4326
692,POINT (-114.26083279999999 51.8852932),46.5104,EPSG:4326
693,POINT (-114.2608327 51.8853027),46.5104,EPSG:4326
694,POINT (-114.2608327 51.885312299999995),44.5581,EPSG:4326
695,POINT (-114.2608326 51.8853219),44.5581,EPSG:4326
696,POINT (-114.2608326 51.8853314),51.4485,EPSG:4326
