,geometry,yield,CRS
223,POINT (-97.41885840968348 50.03397077379663),60.78997112,EPSG:4326
224,POINT (-97.41885836615313 50.0339567785411),60.53259274,EPSG:4326
225,POINT (-97.4188580608664 50.03394316273481),60.5496802,EPSG:4326
226,POINT (-97.41885882558005 50.03392943796048),60.98843197,EPSG:4326
227,POINT (-97.41885902337968 50.033915260045944),62.29481982,EPSG:4326
228,POINT (-97.41885997408238 50.03390033460801),61.57211344,EPSG:4326
229,POINT (-97.41886034520921 50.033885002756016),61.4918553,EPSG:4326
230,POINT (-97.41886069296358 50.03386890708345),59.06717759,EPSG:4326
231,POINT (-97.41886121924688 50.033852160879746),57.5393877,EPSG:4326
232,POINT (-97.41886177051823 50.033835314245344),59.14329823,EPSG:4326
233,POINT (-97.41886185494022 50.033818341174836),56.87886165,EPSG:4326
234,POINT (-97.41886201976588 50.03380157254122),56.98659328,EPSG:4326
235,POINT (-97.41886193769844 50.033784974357616),59.07464169,EPSG:4326
236,POINT (-97.41886200058563 50.0337686066745),58.34141442,EPSG:4326
237,POINT (-97.41886191591847 50.033752133141604),55.49222935,EPSG:4326
238,POINT (-97.41886188524701 50.03373575820905),57.93577363,EPSG:4326
239,POINT (-97.41886207272572 50.03371952830768),57.14535574,EPSG:4326
240,POINT (-97.41886214481067 50.03370336034089),57.64762643,EPSG:4326
241,POINT (-97.41886195706644 50.033687450377016),59.78173971,EPSG:4326
242,POINT (-97.41886150833464 50.03367153117981),62.09858368,EPSG:4326
243,POINT (-97.41886205868056 50.0336559034944),60.22920291,EPSG:4326
244,POINT (-97.41886193029195 50.033640439958575),62.54071951,EPSG:4326
245,POINT (-97.41886183543609 50.03362516349026),62.50401561,EPSG:4326
246,POINT (-97.4188615932972 50.033609947269625),64.4293595,EPSG:4326
247,POINT (-97.41886139423086 50.033594790826434),64.77295162,EPSG:4326
248,POINT (-97.41886111070193 50.03357974120494),67.40195385,EPSG:4326
249,POINT (-97.41886191768415 50.0335643887997),66.30996836,EPSG:4326
250,POINT (-97.41886180172439 50.03354872695995),65.51687453,EPSG:4326
251,POINT (-97.41886214444938 50.03353255111376),62.12939144,EPSG:4326
252,POINT (-97.41886166079291 50.033516021999766),61.74384255,EPSG:4326
253,POINT (-97.41886239942289 50.033499387157384),60.31199339,EPSG:4326
254,POINT (-97.41886322284029 50.03348240000369),60.06643103,EPSG:4326
255,POINT (-97.41886339154965 50.03346504841774),59.35271083,EPSG:4326
256,POINT (-97.41886484495252 50.03344762131536),59.48058645,EPSG:4326
257,POINT (-97.41886547980239 50.03342986554084),58.6894383,EPSG:4326
258,POINT (-97.41886626150936 50.03341206895121),58.49209941,EPSG:4326
259,POINT (-97.41886703376181 50.0333941584433),58.30437796,EPSG:4326
260,POINT (-97.41886790709604 50.03337650256733),59.63655734,EPSG:4326
261,POINT (-97.41886906821861 50.03335873396046),56.73920548,EPSG:4326
262,POINT (-97.41886919444119 50.033340837184916),56.89669345,EPSG:4326
263,POINT (-97.41887011239443 50.03332301566789),56.39596923,EPSG:4326
264,POINT (-97.4188702419496 50.033305235411916),57.08182915,EPSG:4326
265,POINT (-97.41887057826254 50.03328736553144),55.34272781,EPSG:4326
266,POINT (-97.41887092480522 50.03326955037033),56.80225589,EPSG:4326
267,POINT (-97.41887021764451 50.03325161923615),57.90180907,EPSG:4326
268,POINT (-97.4188708116422 50.033233679339915),59.05515447,EPSG:4326
269,POINT (-97.41887160265617 50.033215745937504),57.59277862,EPSG:4326
270,POINT (-97.41887259964687 50.03319782915808),61.01848644,EPSG:4326
271,POINT (-97.41887293941942 50.033180228039015),61.38576857,EPSG:4326
272,POINT (-97.41887335449395 50.033163287024315),64.88227675,EPSG:4326
273,POINT (-97.41887497641466 50.033146701297035),64.76642357,EPSG:4326
274,POINT (-97.41887632930522 50.03313024350221),65.38460809,EPSG:4326
275,POINT (-97.41887863843966 50.03311372818352),61.38236033,EPSG:4326
276,POINT (-97.41887992384028 50.03309720439936),62.82486023,EPSG:4326
277,POINT (-97.41888107475806 50.033080573883026),60.54521806,EPSG:4326
278,POINT (-97.41888220457876 50.033063958222826),63.33098969,EPSG:4326
279,POINT (-97.41888399376845 50.03304727626207),60.5163911,EPSG:4326
280,POINT (-97.41888456475081 50.03303047135348),60.64659432,EPSG:4326
281,POINT (-97.41888604526156 50.03301359497992),58.14316567,EPSG:4326
282,POINT (-97.41888620911226 50.03299665779918),62.74138932,EPSG:4326
283,POINT (-97.41888735093633 50.03297995616739),63.1473475,EPSG:4326
284,POINT (-97.41888875985211 50.03296334642927),64.72609023,EPSG:4326
285,POINT (-97.41888900809094 50.032946891242574),64.65485386,EPSG:4326
286,POINT (-97.41889011609915 50.032930620406866),66.62925783,EPSG:4326
287,POINT (-97.41889135336933 50.0329146105215),63.91229526,EPSG:4326
288,POINT (-97.41889160672953 50.0328984301716),64.25978935,EPSG:4326
289,POINT (-97.41889318162976 50.032882475970524),60.45983781,EPSG:4326
290,POINT (-97.41889383210248 50.032866822327826),61.89524601,EPSG:4326
291,POINT (-97.41889493273366 50.03285125420065),62.9575083,EPSG:4326
292,POINT (-97.41889690023557 50.0328358706944),62.31368973,EPSG:4326
293,POINT (-97.41889761058326 50.03282059006576),61.32758383,EPSG:4326
294,POINT (-97.41889897820656 50.032805473065736),64.44001948,EPSG:4326
295,POINT (-97.41889929520714 50.03279055956575),64.65912389,EPSG:4326
296,POINT (-97.41889990120679 50.03277570656575),65.29374982,EPSG:4326
297,POINT (-97.418901089705 50.03276061356572),61.7222928,EPSG:4326
298,POINT (-97.41890242970393 50.032745716565685),64.74188907,EPSG:4326
299,POINT (-97.4189031807048 50.0327306065657),62.48343282,EPSG:4326
300,POINT (-97.41890381070513 50.0327155940657),65.010791,EPSG:4326
301,POINT (-97.41890450170536 50.03270063156569),62.58753438,EPSG:4326
302,POINT (-97.41890436632558 50.03268563667281),62.5261176,EPSG:4326
303,POINT (-97.41890499113143 50.03267079100501),62.22303638,EPSG:4326
304,POINT (-97.41890576208729 50.032656134560234),67.10576478,EPSG:4326
305,POINT (-97.418906488543 50.032641315126696),66.52621153,EPSG:4326
306,POINT (-97.41890716497184 50.032626280554005),66.52257034,EPSG:4326
307,POINT (-97.41890816295873 50.03261079117373),61.35064175,EPSG:4326
308,POINT (-97.41890955116942 50.032594868406775),60.18927314,EPSG:4326
309,POINT (-97.41891035753468 50.03257845434091),57.9262601,EPSG:4326
310,POINT (-97.41891108265679 50.03256162122185),57.30812411,EPSG:4326
311,POINT (-97.41891129771543 50.03254456638548),58.24180574,EPSG:4326
312,POINT (-97.41891289289975 50.032527666817025),62.88589544,EPSG:4326
313,POINT (-97.41891436352653 50.03251079573331),61.63564604,EPSG:4326
314,POINT (-97.41891449772866 50.0324940509572),62.72912422,EPSG:4326
315,POINT (-97.41891541906747 50.03247712290232),60.32572006,EPSG:4326
316,POINT (-97.41891632551291 50.03246049476511),60.89546211,EPSG:4326
317,POINT (-97.41891687658864 50.03244406428909),61.02513316,EPSG:4326
318,POINT (-97.41891754565391 50.032428009886566),63.72297461,EPSG:4326
319,POINT (-97.41891906041572 50.03241216842815),62.44346724,EPSG:4326
320,POINT (-97.41891874980504 50.03239608013455),61.05186759,EPSG:4326
321,POINT (-97.4189202949043 50.032380085117126),60.99983781,EPSG:4326
322,POINT (-97.41892091470706 50.03236411531855),62.82198341,EPSG:4326
323,POINT (-97.41892141040645 50.0323480896059),61.32032353,EPSG:4326
324,POINT (-97.41892216983202 50.032332236141514),62.71223369,EPSG:4326
325,POINT (-97.41892270314177 50.032316412251554),65.6995448,EPSG:4326
326,POINT (-97.41892360061985 50.032300491409806),63.16584859,EPSG:4326
327,POINT (-97.41892358099346 50.03228447214519),63.24647424,EPSG:4326
328,POINT (-97.41892481532918 50.03226826737147),60.02797445,EPSG:4326
329,POINT (-97.41892668516466 50.032251709681994),61.23557939,EPSG:4326
330,POINT (-97.41892739692459 50.03223484418287),60.43771654,EPSG:4326
331,POINT (-97.41892831450855 50.032217879796754),61.03158673,EPSG:4326
332,POINT (-97.41892884869186 50.03220057235804),62.46382589,EPSG:4326
333,POINT (-97.41892923471488 50.032182934236744),64.83505976,EPSG:4326
334,POINT (-97.4189305280197 50.03216511981287),59.43397621,EPSG:4326
335,POINT (-97.41893048787753 50.03214699432037),58.80329947,EPSG:4326
336,POINT (-97.41893139716751 50.032128966235966),54.36078179,EPSG:4326
337,POINT (-97.41893254194433 50.032110929788935),55.36935865,EPSG:4326
338,POINT (-97.41893400336205 50.03209306930668),56.46719767,EPSG:4326
339,POINT (-97.41893465798039 50.03207548130819),60.32578307,EPSG:4326
340,POINT (-97.41893656811965 50.03205797048067),57.06559707,EPSG:4326
341,POINT (-97.4189377689314 50.03204036802847),63.66127851,EPSG:4326
342,POINT (-97.41893922972825 50.03202266606946),59.56296816,EPSG:4326
343,POINT (-97.41894122904712 50.03200517550442),60.40888665,EPSG:4326
344,POINT (-97.41894249182886 50.03198763029541),57.6648472,EPSG:4326
345,POINT (-97.41894311627183 50.031970645854265),61.65909511,EPSG:4326
346,POINT (-97.41894319106898 50.03195399576292),59.56355543,EPSG:4326
347,POINT (-97.41894300811126 50.031937534274114),65.56430316,EPSG:4326
348,POINT (-97.41894372732874 50.03192077220469),63.69242019,EPSG:4326
349,POINT (-97.41894488141088 50.03190374057104),66.26947713,EPSG:4326
350,POINT (-97.41894590025599 50.031886658245945),60.81494194,EPSG:4326
351,POINT (-97.41894743558618 50.03186906684481),61.26768986,EPSG:4326
352,POINT (-97.41894759802962 50.03185138165136),61.04817173,EPSG:4326
353,POINT (-97.41894921875902 50.03183356304559),62.65907256,EPSG:4326
354,POINT (-97.41894921855136 50.03181564415221),60.4226594,EPSG:4326
355,POINT (-97.418950527879 50.03179799385701),65.60608921,EPSG:4326
356,POINT (-97.41895144636604 50.03178039222734),61.98826683,EPSG:4326
357,POINT (-97.41895215083325 50.03176266757582),63.25567076,EPSG:4326
358,POINT (-97.4189521864162 50.03174480887016),59.12094795,EPSG:4326
359,POINT (-97.41895374152428 50.03172702757688),61.4509384,EPSG:4326
360,POINT (-97.41895376708165 50.0317096591913),59.91819688,EPSG:4326
361,POINT (-97.41895373599502 50.03169273770319),61.70603503,EPSG:4326
362,POINT (-97.41895504699666 50.03167612928026),58.90261745,EPSG:4326
363,POINT (-97.41895481615303 50.03165993701946),63.13963807,EPSG:4326
364,POINT (-97.41895465027986 50.031644245018306),63.15494028,EPSG:4326
365,POINT (-97.41895523653277 50.031628485880574),67.12456809,EPSG:4326
366,POINT (-97.41895573343383 50.03161294154933),66.58107684,EPSG:4326
367,POINT (-97.41895724565366 50.031597498494634),65.49561942,EPSG:4326
368,POINT (-97.41895781332651 50.03158222124709),65.69866616,EPSG:4326
369,POINT (-97.4189582734209 50.031567049888615),69.68944414,EPSG:4326
370,POINT (-97.41895874129926 50.03155187021908),65.93664381,EPSG:4326
371,POINT (-97.4189589807896 50.0315365894088),67.04952315,EPSG:4326
372,POINT (-97.41895916983965 50.031521495769496),66.9965427,EPSG:4326
373,POINT (-97.41895923738325 50.03150610107471),66.55705966,EPSG:4326
374,POINT (-97.41896031655759 50.03149083264723),64.98176553,EPSG:4326
375,POINT (-97.41896090840584 50.03147546021769),66.35894124,EPSG:4326
376,POINT (-97.4189611205205 50.03145986444977),64.20772362,EPSG:4326
377,POINT (-97.41896167456484 50.0314438931181),62.91530215,EPSG:4326
378,POINT (-97.41896236503791 50.03142784518916),62.76483252,EPSG:4326
379,POINT (-97.41896320023926 50.031411500981825),64.46755238,EPSG:4326
380,POINT (-97.41896344171566 50.03139532559484),62.00767523,EPSG:4326
381,POINT (-97.41896372146503 50.03137930208292),61.69678228,EPSG:4326
382,POINT (-97.41896482291455 50.03136366271604),61.18134129,EPSG:4326
383,POINT (-97.41896587813224 50.03134806931539),61.65539777,EPSG:4326
384,POINT (-97.41896616681841 50.031332768521295),61.30644908,EPSG:4326
385,POINT (-97.41896714144235 50.031317408008036),62.18605801,EPSG:4326
386,POINT (-97.4189681590699 50.03130223807075),62.60551922,EPSG:4326
387,POINT (-97.4189687005181 50.03128689597928),64.4733281,EPSG:4326
388,POINT (-97.41897031095502 50.031271706930596),64.56310215,EPSG:4326
389,POINT (-97.41897118666573 50.03125657091758),66.55350234,EPSG:4326
390,POINT (-97.41897157298766 50.03124139043616),63.5257168,EPSG:4326
391,POINT (-97.41897137974094 50.0312258338616),63.06868506,EPSG:4326
392,POINT (-97.41897187123904 50.03121035423323),62.00823212,EPSG:4326
393,POINT (-97.41897190682577 50.03119447500324),62.67541412,EPSG:4326
394,POINT (-97.41897194097199 50.03117816208894),60.41253572,EPSG:4326
395,POINT (-97.41897226499448 50.03116145073275),59.42416087,EPSG:4326
396,POINT (-97.41897328441034 50.03114451736763),57.5038753,EPSG:4326
397,POINT (-97.41897492329558 50.031127533037754),58.3356432,EPSG:4326
398,POINT (-97.41897604758881 50.03111028083243),57.21825673,EPSG:4326
399,POINT (-97.41897754530586 50.03109299240781),61.45695708,EPSG:4326
400,POINT (-97.4189793639268 50.031075739962986),58.25404714,EPSG:4326
401,POINT (-97.41897998248822 50.03105883280529),61.30676472,EPSG:4326
402,POINT (-97.4189803509588 50.03104174890575),62.93619152,EPSG:4326
403,POINT (-97.41898064155744 50.03102446144892),62.85129499,EPSG:4326
404,POINT (-97.41898112315307 50.03100694664596),57.22204426,EPSG:4326
405,POINT (-97.41898171920565 50.0309894437177),56.85790484,EPSG:4326
406,POINT (-97.41898281039259 50.03097203404624),57.83562254,EPSG:4326
407,POINT (-97.41898276644716 50.030954580101586),59.1919475,EPSG:4326
408,POINT (-97.41898307811387 50.03093728464586),58.74366328,EPSG:4326
409,POINT (-97.41898360112525 50.03092015545917),59.31370656,EPSG:4326
410,POINT (-97.41898445959873 50.03090326406584),60.82473603,EPSG:4326
411,POINT (-97.41898520670983 50.03088656955489),60.16633075,EPSG:4326
412,POINT (-97.41898583196974 50.03086958540966),60.63178691,EPSG:4326
413,POINT (-97.41898650718528 50.03085253143277),59.4809316,EPSG:4326
414,POINT (-97.41898719326957 50.03083543379994),59.17346397,EPSG:4326
415,POINT (-97.41898800343553 50.030818210578715),60.1505485,EPSG:4326
416,POINT (-97.41898877306994 50.030800953360284),63.68432497,EPSG:4326
417,POINT (-97.41898963662983 50.03078383312673),64.09408791,EPSG:4326
418,POINT (-97.41899065915793 50.030766527300344),63.64307372,EPSG:4326
419,POINT (-97.41899202154123 50.03074924209907),62.3356375,EPSG:4326
420,POINT (-97.41899244359537 50.03073195013468),60.30565189,EPSG:4326
421,POINT (-97.4189938015609 50.03071502691696),58.56385355,EPSG:4326
422,POINT (-97.41899521500743 50.03069795141628),58.70532312,EPSG:4326
423,POINT (-97.41899662616642 50.03068069550102),58.56853271,EPSG:4326
424,POINT (-97.41899883532335 50.03066351147918),57.55087557,EPSG:4326
425,POINT (-97.41899896535622 50.03064614979806),57.06329782,EPSG:4326
426,POINT (-97.41900014553553 50.03062882192539),57.63486084,EPSG:4326
427,POINT (-97.41900174279779 50.03061184592688),57.66052677,EPSG:4326
428,POINT (-97.4190027827935 50.03059510062105),58.29489052,EPSG:4326
429,POINT (-97.41900485752923 50.030579079157405),57.72472617,EPSG:4326
430,POINT (-97.41900567361736 50.03056372913574),62.21282981,EPSG:4326
431,POINT (-97.41900645702145 50.03054857825739),62.39839267,EPSG:4326
432,POINT (-97.41900821591024 50.0305334359917),61.8250161,EPSG:4326
433,POINT (-97.41900945490916 50.03051833249167),61.60226857,EPSG:4326
434,POINT (-97.41901078840807 50.03050323449161),64.64226748,EPSG:4326
435,POINT (-97.41901209870011 50.030488174240624),64.05303681,EPSG:4326
436,POINT (-97.4190130932004 50.03047309374061),61.82417497,EPSG:4326
437,POINT (-97.41901423620027 50.030457759740614),59.10617313,EPSG:4326
438,POINT (-97.41901511070101 50.03044204924061),60.38616747,EPSG:4326
439,POINT (-97.41901610320068 50.03042610874061),58.86237137,EPSG:4326
440,POINT (-97.4190168857014 50.030410002240615),61.06571958,EPSG:4326
441,POINT (-97.41901758220207 50.03039379374062),61.14622072,EPSG:4326
