,geometry,yield,CRS
240,POINT (-97.43606021608933 50.04458203080787),126.95577179,EPSG:4326
241,POINT (-97.43606066108933 50.044563268807856),121.18710776,EPSG:4326
242,POINT (-97.43606043908932 50.04454451480787),123.44866222,EPSG:4326
243,POINT (-97.43606083508934 50.04452573480786),126.41312409,EPSG:4326
244,POINT (-97.43606082508933 50.04450701980784),129.31703077,EPSG:4326
245,POINT (-97.43606078808934 50.044488262807825),126.72554415,EPSG:4326
246,POINT (-97.43606063008933 50.04446949780782),121.49798559,EPSG:4326
247,POINT (-97.43606043708931 50.04445075080781),136.02603721,EPSG:4326
248,POINT (-97.43606087808931 50.04443198280783),134.85385516,EPSG:4326
249,POINT (-97.43606069108932 50.04441327380781),134.25617941,EPSG:4326
250,POINT (-97.43606066608929 50.044394509807816),131.6209018,EPSG:4326
251,POINT (-97.4360601620893 50.04437594580782),133.02058459,EPSG:4326
252,POINT (-97.43605977808932 50.0443570248078),131.71090119,EPSG:4326
253,POINT (-97.4360588350893 50.04433848280781),136.02158803,EPSG:4326
254,POINT (-97.43605853208932 50.04431966180779),137.01670653,EPSG:4326
255,POINT (-97.43605708608929 50.0443011308078),132.28810655,EPSG:4326
256,POINT (-97.43605657408932 50.04428231980779),122.86697955,EPSG:4326
257,POINT (-97.43605552808931 50.044263733807774),136.38626689,EPSG:4326
258,POINT (-97.43605515708931 50.044244857807776),132.86405707,EPSG:4326
259,POINT (-97.43605435908933 50.04422615480776),141.52662156,EPSG:4326
260,POINT (-97.43605411308931 50.04420728580777),124.44470445,EPSG:4326
261,POINT (-97.4360535740893 50.044188649807765),143.8973702,EPSG:4326
262,POINT (-97.43605349108933 50.04416990380776),120.02655534,EPSG:4326
263,POINT (-97.43605324608933 50.044151185807756),129.70915904,EPSG:4326
264,POINT (-97.43605329308934 50.044132509807746),134.16904541,EPSG:4326
265,POINT (-97.43605229208931 50.04411380380773),120.11823722,EPSG:4326
266,POINT (-97.43605185408933 50.04409514680775),130.94579311,EPSG:4326
267,POINT (-97.43605179008931 50.04407620180773),138.40041268,EPSG:4326
268,POINT (-97.43605168808931 50.044057563807726),122.22920764,EPSG:4326
269,POINT (-97.43605145608929 50.044038804807705),138.34881256,EPSG:4326
270,POINT (-97.43605141408932 50.0440199638077),139.83627156,EPSG:4326
271,POINT (-97.43605148008932 50.04400128180771),135.08387662,EPSG:4326
272,POINT (-97.43605148008932 50.0439826338077),134.19137149,EPSG:4326
273,POINT (-97.4360514320893 50.043963831807694),134.96365563,EPSG:4326
274,POINT (-97.43605157708933 50.0439451758077),136.61354886,EPSG:4326
275,POINT (-97.4360515700893 50.04392647580767),148.79852914,EPSG:4326
276,POINT (-97.4360515800893 50.04390781980767),139.96422515,EPSG:4326
277,POINT (-97.4360510340893 50.043889228807664),130.95752237,EPSG:4326
278,POINT (-97.4360506840893 50.043870493807674),144.54151188,EPSG:4326
279,POINT (-97.43605086108931 50.04385111380766),148.76046485,EPSG:4326
280,POINT (-97.43605158208932 50.04383155280767),150.3532716,EPSG:4326
281,POINT (-97.43605170608933 50.043812114807636),147.81617325,EPSG:4326
282,POINT (-97.43605206908933 50.04379249280763),154.92807073,EPSG:4326
283,POINT (-97.43605224008931 50.043773063807635),148.87935997,EPSG:4326
284,POINT (-97.43605278308931 50.043753463807626),143.95970811,EPSG:4326
285,POINT (-97.43605301908931 50.043733974807616),150.73459,EPSG:4326
286,POINT (-97.43605347808932 50.04371448780761),150.64217248,EPSG:4326
287,POINT (-97.43605429608934 50.04369486380762),140.61802501,EPSG:4326
288,POINT (-97.43605507808934 50.043675450807605),152.37925584,EPSG:4326
289,POINT (-97.43605578708933 50.0436558918076),137.00085093,EPSG:4326
290,POINT (-97.43605657308936 50.04363634780761),157.20097478,EPSG:4326
291,POINT (-97.43605692908933 50.04361685480761),136.04684014,EPSG:4326
292,POINT (-97.43605712308934 50.04359733480757),154.31827148,EPSG:4326
293,POINT (-97.43605764008934 50.04357771980758),151.26268191,EPSG:4326
294,POINT (-97.43605806908933 50.04355811980757),148.74426545,EPSG:4326
295,POINT (-97.43605852308933 50.043538590807565),142.63996803,EPSG:4326
296,POINT (-97.43605878508934 50.04351909180755),148.89754153,EPSG:4326
297,POINT (-97.43605858108934 50.04349971380756),141.40837043,EPSG:4326
298,POINT (-97.43605864608934 50.043480111807554),138.34575282,EPSG:4326
299,POINT (-97.43605827608933 50.04346027480755),139.76539221,EPSG:4326
300,POINT (-97.43605814008933 50.043440493807516),138.78612253,EPSG:4326
301,POINT (-97.43605828008934 50.043420684807536),143.45658363,EPSG:4326
302,POINT (-97.43605837908933 50.04340082080753),146.84671383,EPSG:4326
303,POINT (-97.43605854808936 50.043380972807526),149.99483453,EPSG:4326
304,POINT (-97.43605871808934 50.043361193807506),143.68241546,EPSG:4326
305,POINT (-97.43605902108935 50.04334137080752),141.11077058,EPSG:4326
306,POINT (-97.43605928508933 50.0433214848075),146.19787844,EPSG:4326
307,POINT (-97.43605918508935 50.0433017448075),152.83185718,EPSG:4326
308,POINT (-97.43605908008934 50.04328202680749),152.73816637,EPSG:4326
309,POINT (-97.43605888208934 50.04326218080749),151.01109018,EPSG:4326
310,POINT (-97.43605940208936 50.043242403807476),148.92561397,EPSG:4326
311,POINT (-97.43605937708936 50.04322244980749),151.12247781,EPSG:4326
312,POINT (-97.43605997108936 50.04320262380746),141.28371173,EPSG:4326
313,POINT (-97.43606078408934 50.04318275680747),152.68718354,EPSG:4326
314,POINT (-97.43606166608936 50.043162930807455),139.3435311,EPSG:4326
315,POINT (-97.43606137308934 50.043143216807444),150.13678448,EPSG:4326
316,POINT (-97.43606191708935 50.04312337180746),141.82951535,EPSG:4326
317,POINT (-97.43606224908935 50.043103444807464),153.42918811,EPSG:4326
318,POINT (-97.43606306908936 50.043083532807444),147.51600813,EPSG:4326
319,POINT (-97.43606385108936 50.04306364780744),147.6660534,EPSG:4326
320,POINT (-97.43606485108934 50.04304382880745),148.75047901,EPSG:4326
321,POINT (-97.43606570808936 50.04302398580742),148.91092416,EPSG:4326
322,POINT (-97.43606663508935 50.043004206807424),159.04202934,EPSG:4326
323,POINT (-97.43606729308937 50.04298437780743),145.94140083,EPSG:4326
324,POINT (-97.43606797108936 50.04296459180741),149.65911154,EPSG:4326
325,POINT (-97.43606877908935 50.04294471180742),148.47236933,EPSG:4326
326,POINT (-97.43606967108937 50.042924851807406),148.92841055,EPSG:4326
327,POINT (-97.43607027808939 50.042905070807365),146.27207211,EPSG:4326
328,POINT (-97.43607078608936 50.04288528980739),149.49750733,EPSG:4326
329,POINT (-97.43607163808936 50.04286530180739),147.27089815,EPSG:4326
330,POINT (-97.43607193208936 50.04284556280738),143.42196156,EPSG:4326
331,POINT (-97.43607233008936 50.04282575180737),139.53876257,EPSG:4326
332,POINT (-97.43607225408937 50.04280612180737),145.06197737,EPSG:4326
333,POINT (-97.43607160308939 50.04278641480735),145.81801012,EPSG:4326
334,POINT (-97.43607064308937 50.04276663880735),142.29196634,EPSG:4326
335,POINT (-97.4360696210894 50.04274692080737),143.2697823,EPSG:4326
336,POINT (-97.43606778708936 50.04272714680736),151.94299025,EPSG:4326
337,POINT (-97.43606626508937 50.042707348807326),155.71799922,EPSG:4326
338,POINT (-97.43606411708937 50.04268759380734),144.50953119,EPSG:4326
339,POINT (-97.43606255008939 50.042667732807324),142.90904224,EPSG:4326
340,POINT (-97.43606067608937 50.04264790680734),158.7046415,EPSG:4326
341,POINT (-97.43605894608936 50.042628164807326),160.6315156,EPSG:4326
342,POINT (-97.43605752808938 50.04260826380733),160.46467032,EPSG:4326
343,POINT (-97.43605642908936 50.0425884098073),158.28596694,EPSG:4326
344,POINT (-97.43605521708936 50.04256860080732),142.93666321,EPSG:4326
345,POINT (-97.43605319608938 50.0425489448073),146.36956461,EPSG:4326
346,POINT (-97.43605266108936 50.042528893807294),145.8727231,EPSG:4326
347,POINT (-97.43605250508938 50.0425090548073),141.99638908,EPSG:4326
348,POINT (-97.43605315008939 50.04248911480728),140.97049047,EPSG:4326
349,POINT (-97.43605418908939 50.04246932180729),148.36412794,EPSG:4326
350,POINT (-97.43605560108936 50.04244944980726),158.20392518,EPSG:4326
351,POINT (-97.43605743208938 50.04242961880726),151.67880707,EPSG:4326
352,POINT (-97.43605948908937 50.04240969980725),149.87398033,EPSG:4326
353,POINT (-97.4360603540894 50.042389917807235),160.47992854,EPSG:4326
354,POINT (-97.43606171408938 50.04236999680725),151.98784138,EPSG:4326
355,POINT (-97.43606254308938 50.04235022380723),154.15042648,EPSG:4326
356,POINT (-97.43606341108939 50.04233048680724),148.5092572,EPSG:4326
357,POINT (-97.43606431808942 50.042310544807236),152.03821781,EPSG:4326
358,POINT (-97.4360650920894 50.0422907798072),162.60126345,EPSG:4326
359,POINT (-97.43606491708938 50.042271033807204),161.31697384,EPSG:4326
360,POINT (-97.4360649480894 50.04225135080721),151.5838951,EPSG:4326
361,POINT (-97.4360652460894 50.042231410807204),157.08780015,EPSG:4326
362,POINT (-97.43606551308943 50.04221157480718),155.514192,EPSG:4326
363,POINT (-97.43606573408938 50.042191802807174),155.07569914,EPSG:4326
364,POINT (-97.43606553108938 50.04217205680716),149.05239703,EPSG:4326
365,POINT (-97.43606613308943 50.04215220680717),145.5375572,EPSG:4326
366,POINT (-97.4360662270894 50.042132400807176),146.18830388,EPSG:4326
367,POINT (-97.43606660508938 50.04211259580716),137.61635333,EPSG:4326
368,POINT (-97.43606671508941 50.04209277780718),137.81570102,EPSG:4326
369,POINT (-97.43606624708941 50.04207315380717),143.57260002,EPSG:4326
370,POINT (-97.4360635020894 50.04205365480716),141.62789876,EPSG:4326
371,POINT (-97.4360596780894 50.042034176807164),150.27846644,EPSG:4326
372,POINT (-97.4360532000894 50.04201510080714),149.55605672,EPSG:4326
373,POINT (-97.43604529608939 50.04199627380713),162.4906346,EPSG:4326
374,POINT (-97.43603589008939 50.04197768080714),144.09928168,EPSG:4326
375,POINT (-97.43602456708938 50.04195956480712),146.92872059,EPSG:4326
376,POINT (-97.43601257008939 50.041941476807125),139.44608873,EPSG:4326
377,POINT (-97.43600066808938 50.041923182807125),119.4644558,EPSG:4326
432,POINT (-97.4359520710893 50.04230534880723),81.386995,EPSG:4326
433,POINT (-97.43595166508929 50.04232163680724),83.04849663,EPSG:4326
434,POINT (-97.43595096808929 50.04233802380723),82.14506903,EPSG:4326
435,POINT (-97.4359496050893 50.042354447807256),76.46129884,EPSG:4326
436,POINT (-97.43594876508928 50.04237064480726),81.10904529,EPSG:4326
437,POINT (-97.43594825808933 50.04238696980726),81.98702198,EPSG:4326
438,POINT (-97.43594746708929 50.04240350980725),87.10629371,EPSG:4326
439,POINT (-97.43594669108931 50.04242088080726),97.85605659,EPSG:4326
440,POINT (-97.43594495808931 50.04243893180726),95.0240958,EPSG:4326
441,POINT (-97.43594347608929 50.042456968807265),104.20480372,EPSG:4326
442,POINT (-97.43594183308927 50.04247491680727),105.02302754,EPSG:4326
443,POINT (-97.4359410000893 50.04249274580728),110.59807053,EPSG:4326
444,POINT (-97.4359412330893 50.042510588807296),114.64996693,EPSG:4326
445,POINT (-97.43594132108927 50.042528493807296),119.37391333,EPSG:4326
446,POINT (-97.43594227408929 50.042546428807285),120.87654793,EPSG:4326
447,POINT (-97.43594308708927 50.042564428807296),124.15050382,EPSG:4326
448,POINT (-97.43594404508926 50.0425822978073),122.05891442,EPSG:4326
449,POINT (-97.43594513508928 50.042600289807304),124.23012974,EPSG:4326
450,POINT (-97.43594658808925 50.04261814980729),130.40280674,EPSG:4326
451,POINT (-97.43594791008927 50.04263624080731),126.29113208,EPSG:4326
452,POINT (-97.43594905508928 50.04265423680731),122.09357818,EPSG:4326
453,POINT (-97.43595083708927 50.04267221080732),122.57824438,EPSG:4326
454,POINT (-97.43595230508926 50.04269021280732),129.32159921,EPSG:4326
455,POINT (-97.43595405308928 50.04270813280732),133.04588695,EPSG:4326
456,POINT (-97.43595546208927 50.04272626280733),134.06222371,EPSG:4326
457,POINT (-97.43595678708927 50.042744173807336),138.75983278,EPSG:4326
458,POINT (-97.43595757908926 50.04276230780734),123.82575234,EPSG:4326
459,POINT (-97.4359583900893 50.04278070680734),133.33418343,EPSG:4326
460,POINT (-97.4359587540893 50.04279901480736),126.64732701,EPSG:4326
461,POINT (-97.43595924508926 50.04281733080736),135.15395555,EPSG:4326
462,POINT (-97.43595939408927 50.04283564480738),131.81619155,EPSG:4326
463,POINT (-97.43595897708929 50.04285408680737),132.97794231,EPSG:4326
464,POINT (-97.43595866008927 50.0428722858074),129.15179257,EPSG:4326
465,POINT (-97.43595771508926 50.04289073580742),135.34945933,EPSG:4326
466,POINT (-97.43595688308928 50.0429096068074),119.45252831,EPSG:4326
467,POINT (-97.43595634008926 50.0429285888074),126.82590294,EPSG:4326
468,POINT (-97.43595571608927 50.0429475628074),125.35669586,EPSG:4326
469,POINT (-97.43595580408926 50.04296660680739),115.47195638,EPSG:4326
470,POINT (-97.4359549690893 50.04298649280741),121.15985076,EPSG:4326
471,POINT (-97.43595476808927 50.0430063748074),128.10698059,EPSG:4326
472,POINT (-97.43595363908929 50.04302640680742),119.94238169,EPSG:4326
473,POINT (-97.43595310508927 50.043046312807434),120.54553633,EPSG:4326
474,POINT (-97.43595200708928 50.043066303807436),120.69961084,EPSG:4326
475,POINT (-97.4359512270893 50.04308619980742),126.68570023,EPSG:4326
476,POINT (-97.4359506600893 50.04310612580743),123.90507173,EPSG:4326
477,POINT (-97.4359498650893 50.04312596380744),120.05691621,EPSG:4326
478,POINT (-97.43594964708927 50.043145813807435),124.60431265,EPSG:4326
479,POINT (-97.43594926008929 50.043165653807456),123.18203352,EPSG:4326
480,POINT (-97.43594844208928 50.04318553280748),142.87841332,EPSG:4326
481,POINT (-97.43594853508928 50.04320547380747),127.60768423,EPSG:4326
482,POINT (-97.43594783108931 50.04322537480747),138.01404239,EPSG:4326
483,POINT (-97.43594749508928 50.043245267807464),129.55198569,EPSG:4326
484,POINT (-97.43594709608928 50.04326507680748),129.73510848,EPSG:4326
485,POINT (-97.43594689808928 50.043285060807484),126.55039467,EPSG:4326
486,POINT (-97.43594653408928 50.0433051888075),127.22855879,EPSG:4326
487,POINT (-97.4359465420893 50.0433252158075),125.76676401,EPSG:4326
488,POINT (-97.43594695408929 50.04334517080751),129.68664319,EPSG:4326
489,POINT (-97.43594654008929 50.0433652688075),126.94002518,EPSG:4326
490,POINT (-97.43594627408932 50.043385342807504),126.47980747,EPSG:4326
491,POINT (-97.43594587508932 50.043405314807515),124.69992881,EPSG:4326
492,POINT (-97.43594554608927 50.04342534880753),128.44020565,EPSG:4326
493,POINT (-97.43594521408927 50.04344540480753),137.96489138,EPSG:4326
494,POINT (-97.43594563508928 50.04346535480753),139.00036481,EPSG:4326
495,POINT (-97.43594585508929 50.043485427807546),133.21384497,EPSG:4326
496,POINT (-97.43594607508929 50.04350553680755),136.81792585,EPSG:4326
497,POINT (-97.43594588308927 50.04352554380754),141.28468032,EPSG:4326
498,POINT (-97.43594598608928 50.04354553880757),133.32804486,EPSG:4326
499,POINT (-97.43594582008929 50.04356564280756),133.87204253,EPSG:4326
500,POINT (-97.43594571608928 50.04358570780757),145.18833713,EPSG:4326
501,POINT (-97.43594539608931 50.04360575280759),146.6219812,EPSG:4326
502,POINT (-97.43594508208928 50.043625834807585),140.10257632,EPSG:4326
503,POINT (-97.43594473908928 50.0436458468076),150.75250824,EPSG:4326
504,POINT (-97.43594419408926 50.043666012807584),155.49828372,EPSG:4326
505,POINT (-97.43594376908929 50.0436860008076),148.88475102,EPSG:4326
506,POINT (-97.43594291308928 50.0437060038076),136.5213963,EPSG:4326
507,POINT (-97.4359421120893 50.043725979807604),153.08955753,EPSG:4326
508,POINT (-97.4359412170893 50.04374607180762),157.5430137,EPSG:4326
509,POINT (-97.43594072008928 50.043766153807624),152.90236947,EPSG:4326
510,POINT (-97.43594009608928 50.04378618280762),155.94880617,EPSG:4326
511,POINT (-97.43593946608928 50.04380627880762),156.01334915,EPSG:4326
512,POINT (-97.43593882308929 50.043826326807654),164.7337156,EPSG:4326
513,POINT (-97.43593843208926 50.043846414807646),159.69068964,EPSG:4326
514,POINT (-97.43593829008928 50.04386650180766),163.82834963,EPSG:4326
515,POINT (-97.43593781008929 50.04388659080769),153.413098,EPSG:4326
516,POINT (-97.43593804608929 50.04390657680767),145.8375924,EPSG:4326
517,POINT (-97.4359378880893 50.043926784807674),149.25390498,EPSG:4326
518,POINT (-97.4359383970893 50.043946840807685),146.95397753,EPSG:4326
519,POINT (-97.43593807208929 50.04396695280769),138.92750433,EPSG:4326
520,POINT (-97.43593850708929 50.0439870268077),145.41913671,EPSG:4326
521,POINT (-97.43593834008927 50.044007062807694),145.36082407,EPSG:4326
522,POINT (-97.43593838208928 50.04402716280769),159.55766561,EPSG:4326
523,POINT (-97.43593839408929 50.04404725880771),148.39525732,EPSG:4326
524,POINT (-97.43593861708928 50.044067476807705),150.04060416,EPSG:4326
525,POINT (-97.43593915108926 50.04408745280772),137.50700031,EPSG:4326
526,POINT (-97.43593930908928 50.044107416807734),151.17814913,EPSG:4326
527,POINT (-97.43593945208929 50.044127474807745),139.66580107,EPSG:4326
528,POINT (-97.43593951508926 50.04414758180775),130.96676383,EPSG:4326
529,POINT (-97.43593995508925 50.044167603807736),119.52529274,EPSG:4326
530,POINT (-97.43594010908926 50.04418766880775),115.03030189,EPSG:4326
531,POINT (-97.43594063408929 50.04420769180775),120.17051034,EPSG:4326
532,POINT (-97.43594099808925 50.044227742807756),120.57627141,EPSG:4326
533,POINT (-97.4359416940893 50.04424780980777),120.10375286,EPSG:4326
534,POINT (-97.4359423980893 50.04426784880776),113.56412748,EPSG:4326
535,POINT (-97.43594330708927 50.04428791080776),123.24564382,EPSG:4326
536,POINT (-97.43594430608925 50.04430779180777),111.37761134,EPSG:4326
537,POINT (-97.43594509808929 50.04432783880778),120.89946939,EPSG:4326
538,POINT (-97.43594601708926 50.04434779980779),118.51860489,EPSG:4326
539,POINT (-97.43594680608928 50.0443677458078),135.74122904,EPSG:4326
540,POINT (-97.43594743208926 50.044387878807804),121.07858687,EPSG:4326
541,POINT (-97.43594806208927 50.04440792980778),136.54062698,EPSG:4326
542,POINT (-97.43594845908926 50.04442807180781),115.13769116,EPSG:4326
543,POINT (-97.43594885308926 50.04444804080781),135.16804719,EPSG:4326
544,POINT (-97.43594877008924 50.044468092807804),128.01863112,EPSG:4326
545,POINT (-97.43594831408925 50.04448814180785),138.88149882,EPSG:4326
546,POINT (-97.43594770708926 50.04450825180782),138.08977614,EPSG:4326
547,POINT (-97.43594716908925 50.04452810180785),138.09212078,EPSG:4326
548,POINT (-97.43594699108925 50.04454800980784),133.60623584,EPSG:4326
549,POINT (-97.43594655708925 50.04456777580785),131.57530223,EPSG:4326
550,POINT (-97.43594677708926 50.04458759780787),138.09742345,EPSG:4326
551,POINT (-97.43594730108927 50.04460752980786),148.02865943,EPSG:4326
552,POINT (-97.43594813208925 50.04462730480786),139.47615936,EPSG:4326
553,POINT (-97.43594897108926 50.04464737680787),156.6718499,EPSG:4326
554,POINT (-97.43594925708926 50.0446673028079),150.07385261,EPSG:4326
555,POINT (-97.43594940308928 50.04468735380787),151.86161102,EPSG:4326
556,POINT (-97.43594983408926 50.04470732280788),155.41094518,EPSG:4326
557,POINT (-97.43595079808927 50.0447271598079),150.77420748,EPSG:4326
558,POINT (-97.43595334208925 50.0447468698079),152.79767306,EPSG:4326
559,POINT (-97.43595527408927 50.0447668248079),154.90675474,EPSG:4326
560,POINT (-97.43595766708927 50.04478683780791),153.58785524,EPSG:4326
561,POINT (-97.43595942508927 50.0448069238079),149.17510092,EPSG:4326
562,POINT (-97.43596129508926 50.04482693280792),150.98297003,EPSG:4326
563,POINT (-97.43596277508927 50.04484695180792),141.81124741,EPSG:4326
564,POINT (-97.43596426808924 50.04486695480794),159.71084729,EPSG:4326
565,POINT (-97.43596574908925 50.044886947807946),137.15112252,EPSG:4326
566,POINT (-97.43596683308925 50.04490716780795),143.76624183,EPSG:4326
