,geometry,yield,CRS
126,POINT (-81.8868668 42.7349792),232.5675,EPSG:4326
127,POINT (-81.88686670000001 42.734992999999974),241.9776,EPSG:4326
134,POINT (-81.8868683 42.7350893),223.7731,EPSG:4326
192,POINT (-81.8874712 42.735185099999995),161.8583,EPSG:4326
12168,POINT (-81.88308878603148 42.738570871900464),237.084,EPSG:4326
12169,POINT (-81.8830683702327 42.73857107055704),249.3271,EPSG:4326
12182,POINT (-81.88281119862675 42.73857297183694),250.075,EPSG:4326
12183,POINT (-81.88279139260813 42.73857307186783),244.0481,EPSG:4326
12184,POINT (-81.88277139068207 42.738573171877505),238.2104,EPSG:4326
12185,POINT (-81.88275127570313 42.738573370503524),239.0101,EPSG:4326
12186,POINT (-81.88273119164027 42.73857347187271),249.2624,EPSG:4326
12224,POINT (-81.88197450000001 42.738575472354206),244.0216,EPSG:4326
12225,POINT (-81.88195460641424 42.73857537186286),249.4076,EPSG:4326
12260,POINT (-81.8812622926081 42.73857807186782),251.6477,EPSG:4326
12263,POINT (-81.88120239164027 42.7385779718727),257.1177,EPSG:4326
12264,POINT (-81.8811826832536 42.73857817042838),249.061,EPSG:4326
12265,POINT (-81.88116238973353 42.73857827188225),248.6169,EPSG:4326
12266,POINT (-81.88114249164025 42.738578371872705),245.4318,EPSG:4326
12273,POINT (-81.8810029906821 42.738579071877496),233.5877,EPSG:4326
24186,POINT (-81.890681 42.7372034),208.6833,EPSG:4326
24187,POINT (-81.8906977 42.737203299999976),206.7205,EPSG:4326
24188,POINT (-81.8907154 42.73720319999998),211.7359,EPSG:4326
24189,POINT (-81.89073290000002 42.73720309999999),204.0707,EPSG:4326
24190,POINT (-81.89075070000001 42.73720309999999),230.9819,EPSG:4326
24191,POINT (-81.89076850000001 42.73720319999998),208.7968,EPSG:4326
24192,POINT (-81.89078650000002 42.73720319999998),238.4119,EPSG:4326
24193,POINT (-81.89080470000002 42.73720319999998),228.8917,EPSG:4326
24194,POINT (-81.89082300000001 42.7372034),245.6011,EPSG:4326
24195,POINT (-81.8908413 42.7372034),240.3085,EPSG:4326
24196,POINT (-81.8908595 42.7372034),260.6054,EPSG:4326
24197,POINT (-81.89087760000001 42.737203299999976),242.0557,EPSG:4326
24198,POINT (-81.8908959 42.7372034),258.2591,EPSG:4326
24199,POINT (-81.89091430000002 42.737203299999976),230.5623,EPSG:4326
24200,POINT (-81.8909324 42.737203299999976),261.3269,EPSG:4326
24201,POINT (-81.89095070000002 42.73720319999998),222.7244,EPSG:4326
24202,POINT (-81.8909688 42.73720309999999),239.672,EPSG:4326
24203,POINT (-81.89098710000002 42.73720309999999),212.189,EPSG:4326
24204,POINT (-81.89100540000001 42.73720319999998),225.7461,EPSG:4326
24205,POINT (-81.89102350000002 42.73720309999999),211.8607,EPSG:4326
24206,POINT (-81.89104180000001 42.73720309999999),216.052,EPSG:4326
24207,POINT (-81.8910601 42.737202999999994),213.4135,EPSG:4326
24208,POINT (-81.8910783 42.7372029),212.7611,EPSG:4326
24209,POINT (-81.8910966 42.7372029),201.7385,EPSG:4326
24210,POINT (-81.89111500000001 42.7372029),215.5117,EPSG:4326
24211,POINT (-81.89113310000002 42.73720279999998),213.4622,EPSG:4326
24212,POINT (-81.89115140000001 42.73720279999998),205.7098,EPSG:4326
24213,POINT (-81.8911693 42.73720269999998),215.8652,EPSG:4326
24214,POINT (-81.8911876 42.73720279999998),214.7144,EPSG:4326
24215,POINT (-81.89120550000001 42.737202499999995),215.8244,EPSG:4326
24216,POINT (-81.89122360000002 42.737202199999984),204.6323,EPSG:4326
24217,POINT (-81.8912415 42.737201999999996),205.5264,EPSG:4326
24218,POINT (-81.89125950000002 42.737201699999986),188.7188,EPSG:4326
24219,POINT (-81.8912776 42.73720159999999),186.1814,EPSG:4326
24220,POINT (-81.8912956 42.73720179999998),189.5037,EPSG:4326
24221,POINT (-81.89131360000002 42.737201699999986),193.0145,EPSG:4326
24222,POINT (-81.89133190000001 42.73720159999999),197.4302,EPSG:4326
24223,POINT (-81.8913503 42.737201699999986),217.6095,EPSG:4326
24224,POINT (-81.8913689 42.7372019),203.3436,EPSG:4326
24225,POINT (-81.89138730000002 42.7372019),236.5437,EPSG:4326
24226,POINT (-81.8914057 42.73720179999998),215.5271,EPSG:4326
24227,POINT (-81.8914244 42.737201699999986),232.8046,EPSG:4326
24228,POINT (-81.8914431 42.7372015),213.6213,EPSG:4326
24229,POINT (-81.8914618 42.73720159999999),223.4092,EPSG:4326
24230,POINT (-81.8914805 42.7372015),214.1452,EPSG:4326
24231,POINT (-81.89149929999999 42.73720119999999),217.3321,EPSG:4326
24232,POINT (-81.8915189 42.73720109999999),202.9884,EPSG:4326
24233,POINT (-81.8915385 42.737200899999976),223.4188,EPSG:4326
24234,POINT (-81.89155830000001 42.73720079999998),210.3251,EPSG:4326
24235,POINT (-81.8915781 42.737200899999976),202.846,EPSG:4326
24236,POINT (-81.89159760000001 42.737200899999976),203.6438,EPSG:4326
24237,POINT (-81.8916174 42.737200899999976),205.5908,EPSG:4326
24238,POINT (-81.891637 42.73720109999999),178.3103,EPSG:4326
24239,POINT (-81.8916567 42.73720119999999),196.1149,EPSG:4326
24240,POINT (-81.8916764 42.73720119999999),181.6803,EPSG:4326
24241,POINT (-81.891696 42.73720129999998),205.216,EPSG:4326
24242,POINT (-81.8917156 42.73720129999998),194.9249,EPSG:4326
24243,POINT (-81.89173500000001 42.7372015),238.2221,EPSG:4326
24244,POINT (-81.8917547 42.737201399999975),233.066,EPSG:4326
24245,POINT (-81.89177409999999 42.73720129999998),227.4741,EPSG:4326
24246,POINT (-81.8917937 42.737201399999975),216.504,EPSG:4326
24247,POINT (-81.8918128 42.73720109999999),221.3208,EPSG:4326
24248,POINT (-81.89183260000001 42.737201),225.5225,EPSG:4326
24249,POINT (-81.89185170000002 42.737200899999976),229.7582,EPSG:4326
24250,POINT (-81.8918711 42.73720069999999),239.8824,EPSG:4326
24251,POINT (-81.89189050000002 42.737200599999994),230.6622,EPSG:4326
24252,POINT (-81.89191010000002 42.7372005),244.1855,EPSG:4326
24253,POINT (-81.8919296 42.73720039999998),228.2542,EPSG:4326
24254,POINT (-81.8919493 42.73720039999998),233.7442,EPSG:4326
24255,POINT (-81.8919689 42.73720039999998),242.3529,EPSG:4326
24256,POINT (-81.89198830000001 42.73720039999998),251.1169,EPSG:4326
24257,POINT (-81.89200790000001 42.737200299999984),227.9548,EPSG:4326
24258,POINT (-81.8920272 42.7372005),241.4175,EPSG:4326
24259,POINT (-81.89204670000001 42.7372005),221.3632,EPSG:4326
24260,POINT (-81.8920661 42.7372005),254.087,EPSG:4326
24261,POINT (-81.8920856 42.7372005),241.1978,EPSG:4326
24262,POINT (-81.89210500000002 42.73720039999998),252.6565,EPSG:4326
24263,POINT (-81.89212420000001 42.737200299999984),240.085,EPSG:4326
24264,POINT (-81.89214370000002 42.73720019999999),241.7045,EPSG:4326
24265,POINT (-81.8921632 42.737200099999995),229.1206,EPSG:4326
24266,POINT (-81.89218260000001 42.73719989999998),245.5463,EPSG:4326
24267,POINT (-81.89220220000001 42.737199799999985),211.3606,EPSG:4326
24268,POINT (-81.8922216 42.7371995),227.8926,EPSG:4326
24269,POINT (-81.8922412 42.7371995),216.2263,EPSG:4326
24270,POINT (-81.8922609 42.73719939999998),214.6109,EPSG:4326
24271,POINT (-81.8922805 42.73719939999998),205.8173,EPSG:4326
24272,POINT (-81.8923 42.737199299999986),238.1734,EPSG:4326
24273,POINT (-81.8923197 42.73719919999999),221.2392,EPSG:4326
24274,POINT (-81.8923394 42.7371991),235.674,EPSG:4326
24275,POINT (-81.8923591 42.7371991),216.1666,EPSG:4326
24276,POINT (-81.89237890000001 42.737198999999976),241.7281,EPSG:4326
24277,POINT (-81.89239840000002 42.73719879999999),226.073,EPSG:4326
24278,POINT (-81.8924183 42.7371986),237.068,EPSG:4326
24279,POINT (-81.89243770000002 42.7371986),222.3504,EPSG:4326
24280,POINT (-81.8924576 42.73719849999998),226.6628,EPSG:4326
24281,POINT (-81.8924772 42.73719839999998),227.1353,EPSG:4326
24282,POINT (-81.8924969 42.73719839999998),235.6037,EPSG:4326
24283,POINT (-81.89251670000002 42.73719829999999),237.0812,EPSG:4326
24284,POINT (-81.89253630000002 42.7371981),230.8878,EPSG:4326
24285,POINT (-81.8925562 42.73719799999998),255.8492,EPSG:4326
24286,POINT (-81.89257600000002 42.737197899999984),248.438,EPSG:4326
24287,POINT (-81.89259580000001 42.73719779999999),252.5222,EPSG:4326
24288,POINT (-81.8926157 42.7371976),237.926,EPSG:4326
24289,POINT (-81.89263540000002 42.73719749999998),255.4978,EPSG:4326
24290,POINT (-81.8926549 42.7371976),239.8038,EPSG:4326
24291,POINT (-81.89267470000001 42.7371976),266.933,EPSG:4326
24292,POINT (-81.89269430000002 42.73719749999998),231.2502,EPSG:4326
24293,POINT (-81.89271390000002 42.73719749999998),247.7004,EPSG:4326
24294,POINT (-81.8927334 42.737197399999985),237.4061,EPSG:4326
24295,POINT (-81.89275320000002 42.737197399999985),244.4042,EPSG:4326
24296,POINT (-81.89277290000001 42.737197399999985),239.3532,EPSG:4326
24297,POINT (-81.8927926 42.73719729999999),261.8411,EPSG:4326
24298,POINT (-81.89281210000001 42.7371972),250.8118,EPSG:4326
24299,POINT (-81.892832 42.73719729999999),232.5717,EPSG:4326
24300,POINT (-81.8928515 42.737197099999975),233.8786,EPSG:4326
24301,POINT (-81.89287150000001 42.7371972),232.8622,EPSG:4326
24302,POINT (-81.89289099999999 42.737197099999975),235.3549,EPSG:4326
24303,POINT (-81.892911 42.737197099999975),239.6018,EPSG:4326
24304,POINT (-81.8929305 42.737197099999975),238.5513,EPSG:4326
24305,POINT (-81.8929503 42.73719699999998),239.6902,EPSG:4326
24306,POINT (-81.8929699 42.73719699999998),240.7057,EPSG:4326
24307,POINT (-81.89298970000002 42.73719679999999),258.6554,EPSG:4326
24308,POINT (-81.8930095 42.7371967),220.197,EPSG:4326
24309,POINT (-81.8930293 42.737196599999976),245.5438,EPSG:4326
24310,POINT (-81.8930493 42.73719649999998),230.8336,EPSG:4326
24311,POINT (-81.89306880000001 42.73719639999999),225.6316,EPSG:4326
24312,POINT (-81.89308890000001 42.737196299999994),220.8646,EPSG:4326
24313,POINT (-81.89310840000002 42.73719609999998),237.811,EPSG:4326
24314,POINT (-81.8931282 42.73719609999998),237.7186,EPSG:4326
24315,POINT (-81.89314810000002 42.73719599999998),228.5764,EPSG:4326
24316,POINT (-81.89316769999999 42.73719589999999),238.0489,EPSG:4326
24317,POINT (-81.89318750000001 42.737195799999995),225.1627,EPSG:4326
24318,POINT (-81.8932074 42.737195799999995),243.6498,EPSG:4326
24319,POINT (-81.893227 42.7371957),232.2594,EPSG:4326
24320,POINT (-81.89324690000001 42.737195799999995),229.2757,EPSG:4326
24321,POINT (-81.8932666 42.73719559999998),227.1913,EPSG:4326
24322,POINT (-81.8932864 42.7371957),256.7973,EPSG:4326
24323,POINT (-81.893306 42.73719559999998),247.4817,EPSG:4326
24324,POINT (-81.89332580000001 42.737195499999984),276.2222,EPSG:4326
24325,POINT (-81.89334550000001 42.73719539999999),246.7859,EPSG:4326
24326,POINT (-81.8933654 42.737195299999996),259.1897,EPSG:4326
24327,POINT (-81.893385 42.7371952),249.6122,EPSG:4326
24328,POINT (-81.89340480000001 42.73719509999998),252.4053,EPSG:4326
24329,POINT (-81.89342450000001 42.737194999999986),230.5636,EPSG:4326
24330,POINT (-81.89344410000001 42.73719489999999),258.675,EPSG:4326
24331,POINT (-81.8934639 42.7371948),239.0781,EPSG:4326
24332,POINT (-81.89348340000001 42.73719449999999),261.9281,EPSG:4326
24333,POINT (-81.89350329999999 42.73719449999999),238.4199,EPSG:4326
24334,POINT (-81.8935228 42.73719439999999),264.2519,EPSG:4326
24335,POINT (-81.89354270000001 42.73719439999999),236.3563,EPSG:4326
24336,POINT (-81.89356240000001 42.73719439999999),255.2722,EPSG:4326
24337,POINT (-81.8935821 42.73719449999999),221.3445,EPSG:4326
24338,POINT (-81.8936017 42.737194699999975),241.7048,EPSG:4326
24339,POINT (-81.89362110000002 42.73719489999999),237.5433,EPSG:4326
24340,POINT (-81.89364080000001 42.73719509999998),242.8118,EPSG:4326
24341,POINT (-81.8936602 42.737194999999986),245.0183,EPSG:4326
24342,POINT (-81.89368000000002 42.737194999999986),248.5994,EPSG:4326
24343,POINT (-81.89369930000001 42.73719489999999),254.6975,EPSG:4326
24344,POINT (-81.89371930000001 42.737194699999975),221.0535,EPSG:4326
24345,POINT (-81.89373890000002 42.73719459999998),241.8731,EPSG:4326
24346,POINT (-81.89375850000002 42.73719439999999),225.5101,EPSG:4326
24347,POINT (-81.8937784 42.7371943),238.1965,EPSG:4326
24348,POINT (-81.89379819999999 42.7371943),228.8176,EPSG:4326
24349,POINT (-81.89381790000002 42.737194199999976),237.9988,EPSG:4326
24350,POINT (-81.8938377 42.73719409999998),217.3289,EPSG:4326
24351,POINT (-81.89385730000001 42.73719399999999),237.6278,EPSG:4326
24352,POINT (-81.89387730000001 42.737193899999994),215.3944,EPSG:4326
24353,POINT (-81.8938968 42.73719359999998),240.2715,EPSG:4326
24354,POINT (-81.8939167 42.73719349999999),214.1877,EPSG:4326
24355,POINT (-81.8939364 42.7371933),245.2745,EPSG:4326
24356,POINT (-81.89395630000001 42.73719319999998),204.0285,EPSG:4326
24357,POINT (-81.89397590000002 42.737193099999985),227.8887,EPSG:4326
24358,POINT (-81.89399560000001 42.73719299999999),208.6396,EPSG:4326
24359,POINT (-81.8940154 42.7371929),223.8796,EPSG:4326
24360,POINT (-81.89403520000002 42.7371929),224.8173,EPSG:4326
24361,POINT (-81.89405490000001 42.7371928),240.2496,EPSG:4326
24362,POINT (-81.8940744 42.7371928),242.2064,EPSG:4326
24363,POINT (-81.8940944 42.73719269999998),237.5477,EPSG:4326
24364,POINT (-81.89411380000001 42.737192599999986),235.4392,EPSG:4326
24365,POINT (-81.8941337 42.73719249999999),237.695,EPSG:4326
24366,POINT (-81.8941532 42.73719249999999),229.614,EPSG:4326
12318,POINT (-81.8826078853522 42.738606045159415),274.6103,EPSG:4326
12319,POINT (-81.88258831464782 42.73860614515941),265.9309,EPSG:4326
12320,POINT (-81.88256841407171 42.7386062451623),268.6831,EPSG:4326
12321,POINT (-81.8825483 42.73860624544891),253.2635,EPSG:4326
12322,POINT (-81.88252840000001 42.73860624544891),267.9207,EPSG:4326
12323,POINT (-81.8825086 42.73860624544891),259.4364,EPSG:4326
12324,POINT (-81.88248871350143 42.73860634516519),261.5294,EPSG:4326
12325,POINT (-81.88246900000001 42.738606345448936),253.2861,EPSG:4326
12326,POINT (-81.8824492 42.738606345448936),247.863,EPSG:4326
12327,POINT (-81.88242930000001 42.738606345448936),235.0392,EPSG:4326
12328,POINT (-81.8824096146478 42.73860644515942),226.8932,EPSG:4326
12380,POINT (-81.88138811522977 42.73860944515646),258.7715,EPSG:4326
12381,POINT (-81.8813682 42.73860944544892),261.0104,EPSG:4326
12382,POINT (-81.88134873044301 42.73860964427921),256.1674,EPSG:4326
12383,POINT (-81.8813289152298 42.738609745156474),240.9446,EPSG:4326
12384,POINT (-81.88130912812743 42.7386099443026),245.9911,EPSG:4326
12385,POINT (-81.88128921464782 42.738610045159405),234.9679,EPSG:4326
12386,POINT (-81.88126941464786 42.73861014515943),246.9682,EPSG:4326
12387,POINT (-81.8812495 42.73861014544894),232.7669,EPSG:4326
12388,POINT (-81.8812297 42.73861014544894),248.7589,EPSG:4326
12389,POINT (-81.88121001464783 42.73861024515942),247.8067,EPSG:4326
12390,POINT (-81.88119001350141 42.73861034516518),262.3421,EPSG:4326
12391,POINT (-81.88117020000001 42.738610345448926),268.6301,EPSG:4326
12392,POINT (-81.88115051464781 42.73861044515941),261.6424,EPSG:4326
12393,POINT (-81.88113082927941 42.738610644291015),248.7797,EPSG:4326
12394,POINT (-81.88111101522978 42.73861074515647),242.1426,EPSG:4326
12395,POINT (-81.88109109999999 42.73861074544893),239.1851,EPSG:4326
12396,POINT (-81.8810713 42.73861074544893),241.1959,EPSG:4326
12397,POINT (-81.88105171522977 42.738610845156465),240.399,EPSG:4326
12403,POINT (-81.88093268535219 42.73861124515942),223.228,EPSG:4326
24473,POINT (-81.8958321 42.73435239999998),229.4963,EPSG:4326
24474,POINT (-81.895813 42.734352599999994),236.9236,EPSG:4326
24475,POINT (-81.8957934 42.73435279999998),235.4662,EPSG:4326
24476,POINT (-81.8957738 42.734353),241.6186,EPSG:4326
24477,POINT (-81.89575440000002 42.73435309999999),248.5679,EPSG:4326
24478,POINT (-81.89573480000001 42.73435329999998),252.1511,EPSG:4326
24479,POINT (-81.8957153 42.734353399999975),243.285,EPSG:4326
24480,POINT (-81.8956957 42.7343535),252.4021,EPSG:4326
24481,POINT (-81.89567600000001 42.73435359999999),241.9708,EPSG:4326
24482,POINT (-81.89565630000001 42.7343535),239.1266,EPSG:4326
24483,POINT (-81.8956364 42.7343535),226.5702,EPSG:4326
24484,POINT (-81.8956168 42.7343535),246.7503,EPSG:4326
24485,POINT (-81.89559690000002 42.7343535),233.1825,EPSG:4326
24486,POINT (-81.895577 42.7343535),241.4236,EPSG:4326
24487,POINT (-81.89555710000002 42.7343535),244.2134,EPSG:4326
24488,POINT (-81.8955374 42.7343535),236.1428,EPSG:4326
24489,POINT (-81.89551740000002 42.7343535),234.2188,EPSG:4326
24490,POINT (-81.89549740000001 42.73435359999999),235.8297,EPSG:4326
24491,POINT (-81.8954774 42.73435359999999),239.42,EPSG:4326
24492,POINT (-81.8954574 42.734353699999986),236.7727,EPSG:4326
24493,POINT (-81.89543750000001 42.7343539),250.851,EPSG:4326
24494,POINT (-81.89541750000001 42.734353999999996),234.9867,EPSG:4326
24495,POINT (-81.8953976 42.734353999999996),242.9518,EPSG:4326
24496,POINT (-81.89537760000002 42.73435409999999),236.6069,EPSG:4326
24497,POINT (-81.8953577 42.73435409999999),250.217,EPSG:4326
24498,POINT (-81.8953377 42.734354199999984),226.4745,EPSG:4326
24499,POINT (-81.89531780000002 42.73435429999998),244.9624,EPSG:4326
24500,POINT (-81.89529780000001 42.73435429999998),244.8097,EPSG:4326
24501,POINT (-81.89527800000002 42.73435429999998),256.1041,EPSG:4326
24502,POINT (-81.89525800000001 42.73435429999998),250.1242,EPSG:4326
24503,POINT (-81.8952382 42.7343544),252.7071,EPSG:4326
24504,POINT (-81.89521820000002 42.7343544),247.0342,EPSG:4326
24505,POINT (-81.8951984 42.7343544),255.6763,EPSG:4326
24506,POINT (-81.89517839999999 42.73435459999999),245.2017,EPSG:4326
24507,POINT (-81.89515850000001 42.73435469999998),241.6128,EPSG:4326
24508,POINT (-81.89513840000001 42.73435469999998),235.994,EPSG:4326
24509,POINT (-81.89511860000002 42.73435479999998),250.7819,EPSG:4326
24510,POINT (-81.8950987 42.73435479999998),243.4486,EPSG:4326
24511,POINT (-81.8950787 42.7343549),234.2108,EPSG:4326
24512,POINT (-81.8950586 42.734354999999994),238.8524,EPSG:4326
24513,POINT (-81.89503870000001 42.7343549),249.3395,EPSG:4326
24514,POINT (-81.89501849999999 42.734354999999994),228.0102,EPSG:4326
24515,POINT (-81.89499860000001 42.73435509999999),262.7742,EPSG:4326
24516,POINT (-81.8949786 42.734355299999976),252.3529,EPSG:4326
24517,POINT (-81.8949585 42.73435549999999),249.0577,EPSG:4326
24518,POINT (-81.8949385 42.73435559999999),239.9904,EPSG:4326
24519,POINT (-81.89491850000002 42.734355799999975),240.1578,EPSG:4326
24520,POINT (-81.89489850000001 42.7343559),238.0907,EPSG:4326
24521,POINT (-81.8948785 42.7343559),237.9968,EPSG:4326
24522,POINT (-81.8948584 42.73435599999999),250.5766,EPSG:4326
24523,POINT (-81.8948384 42.73435599999999),238.5428,EPSG:4326
24524,POINT (-81.89481840000002 42.73435599999999),244.0333,EPSG:4326
24525,POINT (-81.8947982 42.734356099999985),243.5487,EPSG:4326
24526,POINT (-81.8947784 42.734356099999985),252.396,EPSG:4326
24527,POINT (-81.8947583 42.734356099999985),241.0005,EPSG:4326
24528,POINT (-81.8947382 42.73435599999999),249.9585,EPSG:4326
24529,POINT (-81.8947181 42.734356099999985),238.0633,EPSG:4326
24530,POINT (-81.8946981 42.73435619999998),251.7039,EPSG:4326
24531,POINT (-81.8946781 42.73435619999998),231.3605,EPSG:4326
24532,POINT (-81.89465799999999 42.7343563),245.6662,EPSG:4326
24534,POINT (-81.89461779999999 42.734356399999996),240.2935,EPSG:4326
24535,POINT (-81.89459770000002 42.73435649999999),236.8345,EPSG:4326
24536,POINT (-81.89457780000001 42.734356599999984),243.564,EPSG:4326
24545,POINT (-81.894397 42.73435699999999),229.9383,EPSG:4326
24546,POINT (-81.8943769 42.73435719999998),226.7147,EPSG:4326
24547,POINT (-81.89435690000002 42.73435719999998),229.9137,EPSG:4326
24548,POINT (-81.89433680000002 42.73435719999998),245.1376,EPSG:4326
24549,POINT (-81.89431680000001 42.73435719999998),249.3012,EPSG:4326
24550,POINT (-81.89429670000001 42.7343573),247.7071,EPSG:4326
24551,POINT (-81.8942768 42.73435739999999),256.2418,EPSG:4326
24552,POINT (-81.8942568 42.73435759999998),244.1963,EPSG:4326
24553,POINT (-81.89423690000001 42.734357699999975),264.8219,EPSG:4326
24554,POINT (-81.8942169 42.7343578),252.9474,EPSG:4326
24555,POINT (-81.89419720000001 42.7343578),257.8802,EPSG:4326
24556,POINT (-81.89417710000001 42.734357999999986),247.8473,EPSG:4326
24557,POINT (-81.8941572 42.73435809999998),257.4465,EPSG:4326
24558,POINT (-81.89413730000001 42.7343582),245.823,EPSG:4326
24559,POINT (-81.8941174 42.7343582),247.7018,EPSG:4326
24560,POINT (-81.89409750000002 42.73435839999999),248.9347,EPSG:4326
24561,POINT (-81.8940776 42.734358499999985),264.3843,EPSG:4326
24562,POINT (-81.89405770000002 42.73435859999998),243.3029,EPSG:4326
24563,POINT (-81.894038 42.7343587),253.3381,EPSG:4326
24564,POINT (-81.89401800000002 42.734358799999995),238.6083,EPSG:4326
24565,POINT (-81.8939981 42.73435889999999),248.7588,EPSG:4326
24566,POINT (-81.89397830000001 42.73435899999998),244.6672,EPSG:4326
24567,POINT (-81.89395830000001 42.73435899999998),241.8374,EPSG:4326
24568,POINT (-81.89393860000001 42.73435899999998),233.0444,EPSG:4326
24569,POINT (-81.8939187 42.73435899999998),233.72,EPSG:4326
24570,POINT (-81.89389890000001 42.73435899999998),234.7717,EPSG:4326
24571,POINT (-81.89387909999999 42.7343592),242.6554,EPSG:4326
24572,POINT (-81.8938593 42.7343592),230.4691,EPSG:4326
24573,POINT (-81.89383950000001 42.73435909999998),226.5224,EPSG:4326
24574,POINT (-81.89381990000001 42.73435939999999),230.6703,EPSG:4326
24575,POINT (-81.89379970000002 42.73435949999998),234.4764,EPSG:4326
24576,POINT (-81.89377999999999 42.734359599999976),226.0283,EPSG:4326
24577,POINT (-81.89376010000001 42.7343597),228.8591,EPSG:4326
24578,POINT (-81.89374040000001 42.7343597),208.8574,EPSG:4326
24579,POINT (-81.89372070000002 42.73435979999999),225.7024,EPSG:4326
24580,POINT (-81.8937009 42.73435979999999),220.5365,EPSG:4326
24581,POINT (-81.8936813 42.73435989999999),219.1216,EPSG:4326
24582,POINT (-81.89366150000001 42.73435989999999),205.6147,EPSG:4326
24583,POINT (-81.8936419 42.734360099999975),199.6269,EPSG:4326
24584,POINT (-81.89362220000001 42.734360099999975),188.8594,EPSG:4326
24585,POINT (-81.89360260000001 42.7343602),186.5596,EPSG:4326
24586,POINT (-81.8935826 42.73436029999999),189.814,EPSG:4326
24587,POINT (-81.893563 42.734360399999986),200.3898,EPSG:4326
24588,POINT (-81.8935433 42.73436049999998),206.9233,EPSG:4326
24589,POINT (-81.8935237 42.7343606),201.1937,EPSG:4326
24590,POINT (-81.8935042 42.734360699999996),211.3634,EPSG:4326
24591,POINT (-81.8934846 42.734360899999984),205.4848,EPSG:4326
24592,POINT (-81.8934649 42.734360899999984),204.5286,EPSG:4326
24593,POINT (-81.89344540000002 42.7343611),205.63,EPSG:4326
24594,POINT (-81.8934257 42.734361199999995),220.0328,EPSG:4326
24595,POINT (-81.89340620000002 42.73436129999999),201.9914,EPSG:4326
24596,POINT (-81.8933868 42.73436149999998),222.576,EPSG:4326
24597,POINT (-81.8933672 42.7343616),211.9884,EPSG:4326
24598,POINT (-81.89334769999999 42.73436179999999),211.4575,EPSG:4326
24599,POINT (-81.893328 42.73436189999998),213.5797,EPSG:4326
24600,POINT (-81.8933084 42.734361999999976),210.8544,EPSG:4326
24601,POINT (-81.8932887 42.73436219999999),212.8381,EPSG:4326
24602,POINT (-81.893269 42.73436219999999),213.714,EPSG:4326
24603,POINT (-81.89324910000002 42.73436229999999),222.3704,EPSG:4326
24604,POINT (-81.89322950000002 42.73436229999999),230.2584,EPSG:4326
24605,POINT (-81.8932098 42.73436229999999),228.4751,EPSG:4326
24606,POINT (-81.8931901 42.73436229999999),224.6724,EPSG:4326
24607,POINT (-81.8931704 42.73436229999999),241.7983,EPSG:4326
24608,POINT (-81.8931508 42.73436239999998),250.4482,EPSG:4326
24609,POINT (-81.8931311 42.7343626),240.813,EPSG:4326
24610,POINT (-81.89311140000001 42.73436269999999),250.8142,EPSG:4326
24611,POINT (-81.89309170000001 42.734362799999985),231.7422,EPSG:4326
24612,POINT (-81.8930718 42.734363),240.5803,EPSG:4326
24613,POINT (-81.8930523 42.734363099999996),239.6973,EPSG:4326
24614,POINT (-81.8930325 42.734363099999996),237.2718,EPSG:4326
24615,POINT (-81.89301320000001 42.73436319999999),242.4171,EPSG:4326
24616,POINT (-81.8929934 42.734363099999996),237.5223,EPSG:4326
24617,POINT (-81.89297390000002 42.73436319999999),240.8319,EPSG:4326
